"","YEAR","MONTH_NAME","EVENT_TYPE","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","EPISODE_ID","EVENT_ID","STATE","STATE_FIPS","CZ_TYPE","CZ_FIPS","CZ_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"91",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568571,"NORTH CAROLINA",37,"Z",26,"FRANKLIN",0,0,0,0,"","",NA
"92",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580043,"NORTH CAROLINA",37,"Z",24,"ORANGE",0,0,0,0,"","",NA
"93",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568573,"NORTH CAROLINA",37,"Z",28,"EDGECOMBE",0,0,0,0,"","",NA
"94",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568569,"NORTH CAROLINA",37,"Z",24,"ORANGE",0,0,0,0,"","",NA
"95",1996,"September","Hurricane (Typhoon)",199609,4,1800,199609,6,1700,2054545,5580416,"NORTH CAROLINA",37,"Z",29,"MARTIN",0,0,0,0,".5M","",NA
"96",1996,"September","Hurricane (Typhoon)",199609,5,1800,199609,6,1100,2056655,5583698,"NORTH CAROLINA",37,"Z",12,"NORTHAMPTON",0,0,0,0,"","",NA
"97",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568561,"NORTH CAROLINA",37,"Z",7,"PERSON",0,0,0,0,"","",NA
"98",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568584,"NORTH CAROLINA",37,"Z",77,"HARNETT",0,0,0,0,"","",NA
"99",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580036,"NORTH CAROLINA",37,"Z",8,"GRANVILLE",0,0,0,0,"","",NA
"100",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580039,"NORTH CAROLINA",37,"Z",11,"HALIFAX",0,0,0,0,"","",NA
"101",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580035,"NORTH CAROLINA",37,"Z",7,"PERSON",0,0,0,0,"","",NA
"102",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580052,"NORTH CAROLINA",37,"Z",42,"JOHNSTON",1,0,1,0,"","",NA
"103",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580057,"NORTH CAROLINA",37,"Z",76,"LEE",0,0,0,0,"","",NA
"104",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580053,"NORTH CAROLINA",37,"Z",43,"WILSON",0,0,0,0,"","",NA
"105",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580044,"NORTH CAROLINA",37,"Z",25,"DURHAM",0,0,1,0,"","",NA
"106",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580045,"NORTH CAROLINA",37,"Z",26,"FRANKLIN",0,0,0,0,"","",NA
"107",1996,"July","Hurricane (Typhoon)",199607,12,1000,199607,13,600,2054534,5580401,"NORTH CAROLINA",37,"Z",95,"CARTERET",0,0,0,0,"50M","6M",NA
"108",1996,"September","Hurricane (Typhoon)",199609,5,1800,199609,6,1100,2056655,5583704,"NORTH CAROLINA",37,"Z",30,"BERTIE",0,0,0,0,"","",NA
"109",1996,"July","Hurricane (Typhoon)",199607,12,1700,199607,13,400,2056604,5583530,"NORTH CAROLINA",37,"Z",15,"PASQUOTANK",0,0,0,0,"","",NA
"110",1996,"August","Hurricane (Typhoon)",199608,29,1000,199608,31,2359,2054541,5580412,"NORTH CAROLINA",37,"Z",95,"CARTERET",0,0,0,0,"","",NA
"111",1996,"August","Hurricane (Typhoon)",199608,31,1000,199608,31,2300,2040617,5559426,"SOUTH CAROLINA",45,"Z",49,"SOUTHERN COLLETON",0,0,0,0,"","",NA
"112",1996,"August","Hurricane (Typhoon)",199608,31,1000,199608,31,2300,2040617,5559427,"SOUTH CAROLINA",45,"Z",50,"CHARLESTON",0,0,0,0,"","",NA
"113",1996,"September","Hurricane (Typhoon)",199609,5,1800,199609,6,1100,2056655,5583703,"NORTH CAROLINA",37,"Z",17,"WESTERN CURRITUCK",0,0,0,0,"","",NA
"114",1996,"July","Hurricane (Typhoon)",199607,13,200,199607,13,900,2056605,5583540,"MARYLAND",24,"Z",24,"INLAND WORCESTER",0,0,0,0,"","",NA
"115",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568585,"NORTH CAROLINA",37,"Z",78,"WAYNE",0,0,0,0,"","",NA
"116",1996,"August","Hurricane (Typhoon)",199608,29,1000,199608,31,2359,2054541,5580411,"NORTH CAROLINA",37,"Z",103,"EASTERN DARE",0,0,0,0,"","",NA
"117",1996,"July","Hurricane (Typhoon)",199607,12,2000,199607,13,700,2056603,5583525,"VIRGINIA",51,"Z",90,"JAMES CITY",0,0,0,0,"","",NA
"118",1996,"July","Hurricane (Typhoon)",199607,12,2000,199607,13,700,2056603,5583526,"VIRGINIA",51,"Z",91,"YORK",0,0,0,0,"","",NA
"119",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568591,"NORTH CAROLINA",37,"Z",89,"SAMPSON",0,0,0,0,"","",NA
"120",1996,"September","Hurricane (Typhoon)",199609,4,1800,199609,6,1700,2054545,5580420,"NORTH CAROLINA",37,"Z",47,"WESTERN DARE",0,0,0,0,"","",NA
"121",1996,"July","Hurricane (Typhoon)",199607,13,200,199607,13,900,2056605,5583539,"MARYLAND",24,"Z",23,"SOMERSET",0,0,0,0,"","",NA
"122",1996,"September","Hurricane (Typhoon)",199609,6,100,199609,6,1500,2056654,5583696,"MARYLAND",24,"Z",24,"INLAND WORCESTER",0,0,0,0,"","",NA
"123",1996,"July","Hurricane (Typhoon)",199607,11,2000,199607,12,1700,1022319,5564434,"SOUTH CAROLINA",45,"Z",46,"GEORGETOWN",0,0,0,0,"","",40
"124",1996,"September","Hurricane (Typhoon)",199609,6,100,199609,6,1500,2056654,5583697,"MARYLAND",24,"Z",25,"MARYLAND BEACHES",0,0,0,0,"1M","",NA
"125",1996,"July","Hurricane (Typhoon)",199607,12,1100,199607,12,1400,2048313,5564435,"SOUTH CAROLINA",45,"Z",34,"HORRY",0,0,0,0,".78M","",68
"126",1996,"July","Hurricane (Typhoon)",199607,12,1100,199607,12,1400,2048314,5564436,"SOUTH CAROLINA",45,"Z",34,"HORRY",0,0,0,0,".8M",".5M",67
"127",1996,"July","Hurricane (Typhoon)",199607,13,200,199607,13,900,2056605,5583538,"MARYLAND",24,"Z",22,"WICOMICO",0,0,0,0,"","",NA
"128",1996,"September","Hurricane (Typhoon)",199609,4,1800,199609,6,1700,2054545,5580421,"NORTH CAROLINA",37,"Z",79,"GREENE",0,0,0,0,"8M","",NA
"129",1996,"September","Hurricane (Typhoon)",199609,5,1800,199609,6,1100,2056655,5583705,"NORTH CAROLINA",37,"Z",31,"CHOWAN",0,0,0,0,"","",NA
"130",1996,"September","Hurricane (Typhoon)",199609,5,1800,199609,6,1100,2056655,5583702,"NORTH CAROLINA",37,"Z",16,"CAMDEN",0,0,0,0,"","",NA
"131",1996,"September","Hurricane (Typhoon)",199609,4,1800,199609,6,1700,2054545,5580424,"NORTH CAROLINA",37,"Z",90,"DUPLIN",1,0,1,0,"50M","",NA
"132",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580063,"NORTH CAROLINA",37,"Z",86,"HOKE",0,0,0,0,"","",NA
"133",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580041,"NORTH CAROLINA",37,"Z",22,"GUILFORD",0,0,0,0,"","",NA
"134",1996,"July","Hurricane (Typhoon)",199607,12,1000,199607,13,600,2054534,5579767,"NORTH CAROLINA",37,"Z",29,"MARTIN",0,0,0,0,"50K","",NA
"135",1996,"July","Hurricane (Typhoon)",199607,12,1000,199607,13,600,2054534,5579768,"NORTH CAROLINA",37,"Z",44,"PITT",0,0,0,0,"1M","",NA
"136",1996,"July","Hurricane (Typhoon)",199607,12,1000,199607,13,600,2054534,5580400,"NORTH CAROLINA",37,"Z",94,"PAMLICO",0,0,0,0,"1M","4.1M",NA
"137",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568586,"NORTH CAROLINA",37,"Z",83,"ANSON",0,0,0,0,"","",NA
"138",1996,"July","Hurricane (Typhoon)",199607,13,200,199607,13,900,2056605,5583537,"MARYLAND",24,"Z",21,"DORCHESTER",0,0,0,0,"","",NA
"139",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568565,"NORTH CAROLINA",37,"Z",11,"HALIFAX",0,0,0,0,"","",NA
"140",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568564,"NORTH CAROLINA",37,"Z",10,"WARREN",0,0,0,0,"","",NA
"141",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568566,"NORTH CAROLINA",37,"Z",21,"FORSYTH",0,0,0,0,"","",NA
"142",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568583,"NORTH CAROLINA",37,"Z",76,"LEE",0,0,0,0,"","",NA
"143",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568579,"NORTH CAROLINA",37,"Z",42,"JOHNSTON",0,0,0,0,"","",NA
"144",1996,"July","Hurricane (Typhoon)",199607,12,1700,199607,13,400,2056604,5583527,"NORTH CAROLINA",37,"Z",12,"NORTHAMPTON",0,0,0,0,"","",NA
"145",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580060,"NORTH CAROLINA",37,"Z",83,"ANSON",0,0,0,0,"","",NA
"146",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580065,"NORTH CAROLINA",37,"Z",89,"SAMPSON",0,0,0,0,"","",NA
"147",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568589,"NORTH CAROLINA",37,"Z",86,"HOKE",0,0,0,0,"","",NA
"148",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568590,"NORTH CAROLINA",37,"Z",88,"CUMBERLAND",0,0,0,0,"","",NA
"149",1996,"July","Hurricane (Typhoon)",199607,12,1700,199607,13,400,2056604,5583528,"NORTH CAROLINA",37,"Z",13,"HERTFORD",0,0,0,0,"","",NA
"150",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580059,"NORTH CAROLINA",37,"Z",78,"WAYNE",1,0,1,0,"","",NA
"151",1996,"July","Hurricane (Typhoon)",199607,12,1700,199607,13,400,2056604,5583535,"NORTH CAROLINA",37,"Z",32,"PERQUIMANS",0,0,0,0,"","",NA
"152",1996,"September","Hurricane (Typhoon)",199609,5,1700,199609,6,500,2053170,5580042,"NORTH CAROLINA",37,"Z",23,"ALAMANCE",0,0,1,0,"","",NA
"153",1996,"July","Hurricane (Typhoon)",199607,12,1700,199607,13,400,2056604,5583536,"NORTH CAROLINA",37,"Z",102,"EASTERN CURRITUCK",0,0,0,0,".2M","30K",NA
"154",1996,"July","Hurricane (Typhoon)",199607,12,800,199607,12,2300,2045671,5568577,"NORTH CAROLINA",37,"Z",40,"CHATHAM",0,0,0,0,"","",NA
