state_abb,year,elxn_year,state_year_type,state_year_type2,grant_mil,state_incvote_avglast3
CO,2004,1,swing + election year,"swing state
(incumbent re-election year)",95.65857687,0.50814325
CO,2005,0,swing + nonelection,NA,89.61264282,0.5253709
CO,2006,0,swing + nonelection,NA,95.13778419,0.5253709
CO,2007,0,swing + nonelection,NA,96.11104427,0.5253709
CO,2008,1,swing + election year,"swing state
(successor election year)",96.77686955,0.5253709
CT,1984,1,core + election,NA,357.166886,0.55836314
CT,1985,0,core + nonelection,NA,366.1042667,0.56388795
CT,1986,0,core + nonelection,NA,352.1454985,0.56388795
CT,1987,0,core + nonelection,NA,357.8669273,0.56388795
CT,1988,1,core + election,NA,385.1655783,0.56388795
CT,1989,0,core + nonelection,NA,361.7486014,0.5637917
CT,1990,0,core + nonelection,NA,422.8814207,0.5637917
CT,1991,0,core + nonelection,NA,487.6498366,0.5637917
CT,1992,1,core + election,NA,510.3733472,0.5637917
CT,1993,0,NA,NA,604.2877938,0.46848267
CT,1994,0,NA,NA,614.8133361,0.46848267
CT,1995,0,NA,NA,628.6461443,0.46848267
CT,1996,1,NA,NA,642.6468322,0.46848267
CT,1997,0,NA,NA,630.7243998,0.53969157
CT,1998,0,NA,NA,655.6631494,0.53969157
CT,1999,0,NA,NA,671.219853,0.53969157
CT,2000,1,NA,NA,705.1909438,0.53969157
CT,2001,0,NA,NA,730.1040495,0.4208524
CT,2002,0,NA,NA,760.6535755,0.4208524
CT,2003,0,NA,NA,757.033977,0.4208524
CT,2004,1,NA,NA,750.7910143,0.4208524
CT,2005,0,NA,NA,731.8683771,0.41701964
CT,2006,0,NA,NA,703.3712832,0.41701964
CT,2007,0,NA,NA,734.6118625,0.41701964
CT,2008,1,NA,NA,903.3485545,0.41701964
DC,NA,0,NA,NA,NA,NA
DE,1984,1,swing + election year,"swing state
(incumbent re-election year)",196.8255511,0.52951014
DE,1985,0,swing + nonelection,NA,174.5335129,0.52824813
DE,1986,0,swing + nonelection,NA,178.8642384,0.52824813
DE,1987,0,swing + nonelection,NA,160.3918689,0.52824813
DE,1988,1,swing + election year,"swing state
(successor election year)",165.9119024,0.52824813
DE,1989,0,core + nonelection,NA,174.6953971,0.5582055
DE,1990,0,core + nonelection,NA,190.9567893,0.5582055
DE,1991,0,core + nonelection,NA,201.0526394,0.5582055
DE,1992,1,core + election,NA,230.1492657,0.5582055
DE,1993,0,NA,NA,268.3899828,0.46334377
DE,1994,0,NA,NA,280.3627437,0.46334377
DE,1995,0,NA,NA,310.2167639,0.46334377
DE,1996,1,NA,NA,331.5317625,0.46334377
DE,1997,0,NA,NA,315.3381525,0.5252682
DE,1998,0,NA,NA,318.1299428,0.5252682
DE,1999,0,NA,NA,376.6413165,0.5252682
DE,2000,1,NA,NA,380.2756217,0.5252682
DE,2001,0,NA,NA,387.732611,0.43146095
DE,2002,0,NA,NA,429.8636569,0.43146095
DE,2003,0,NA,NA,438.9510661,0.43146095
DE,2004,1,NA,NA,445.6478488,0.43146095
DE,2005,0,NA,NA,438.8693866,0.4360159
DE,2006,0,NA,NA,463.8267749,0.4360159
DE,2007,0,NA,NA,469.6700652,0.4360159
DE,2008,1,NA,NA,456.7401057,0.4360159
FL,1984,1,core + election,NA,88.31923752,0.5949733
FL,1985,0,core + nonelection,NA,88.52805845,0.57234323
FL,1986,0,core + nonelection,NA,90.36568479,0.57234323
FL,1987,0,core + nonelection,NA,79.46924348,0.57234323
FL,1988,1,core + election,NA,85.85533543,0.57234323
FL,1989,0,core + nonelection,NA,94.01814553,0.6187841
FL,1990,0,core + nonelection,NA,107.2816407,0.6187841
FL,1991,0,core + nonelection,NA,123.6235488,0.6187841
FL,1992,1,core + election,NA,141.3910733,0.6187841
FL,1993,0,NA,NA,190.8769765,0.40743577
FL,1994,0,NA,NA,183.0786855,0.40743577
FL,1995,0,NA,NA,200.8945292,0.40743577
FL,1996,1,NA,NA,194.0191788,0.40743577
FL,1997,0,NA,NA,199.227248,0.46906036
FL,1998,0,NA,NA,212.3760102,0.46906036
FL,1999,0,NA,NA,223.8068592,0.46906036
FL,2000,1,NA,NA,244.3156016,0.46906036
FL,2001,0,swing + nonelection,NA,260.9645968,0.4934481
FL,2002,0,swing + nonelection,NA,279.1948493,0.4934481
FL,2003,0,swing + nonelection,NA,291.4884346,0.4934481
FL,2004,1,swing + election year,"swing state
(incumbent re-election year)",320.7906697,0.4934481
FL,2005,0,swing + nonelection,NA,358.6734251,0.4979111
FL,2006,0,swing + nonelection,NA,348.4301262,0.4979111
FL,2007,0,swing + nonelection,NA,324.5712827,0.4979111
FL,2008,1,swing + election year,"swing state
(successor election year)",294.6349814,0.4979111
GA,1984,1,NA,NA,28.6315752,0.5022699
GA,1985,0,NA,NA,28.56651153,0.4520107
GA,1986,0,NA,NA,28.45190148,0.4520107
GA,1987,0,NA,NA,27.10585095,0.4520107
GA,1988,1,NA,NA,30.08212708,0.4520107
GA,1989,0,NA,NA,27.79468624,0.54248375
GA,1990,0,NA,NA,32.81547105,0.54248375
GA,1991,0,NA,NA,37.22228259,0.54248375
GA,1992,1,NA,NA,41.26326504,0.54248375
GA,1993,0,NA,NA,46.7765724,0.43313563
GA,1994,0,NA,NA,50.15463514,0.43313563
GA,1995,0,NA,NA,53.74657516,0.43313563
GA,1996,1,NA,NA,48.9421354,0.43313563
GA,1997,0,swing + nonelection,NA,51.90567878,0.4650208
GA,1998,0,swing + nonelection,NA,53.3800848,0.4650208
GA,1999,0,swing + nonelection,NA,55.85932114,0.4650208
GA,2000,1,swing + election year,"swing state
(successor election year)",63.01760283,0.4650208
GA,2001,0,swing + nonelection,NA,63.15229932,0.520913
GA,2002,0,swing + nonelection,NA,75.3389599,0.520913
GA,2003,0,swing + nonelection,NA,73.69769581,0.520913
GA,2004,1,swing + election year,"swing state
(incumbent re-election year)",80.41580982,0.520913
GA,2005,0,swing + nonelection,NA,74.00713861,0.5499008
GA,2006,0,swing + nonelection,NA,76.93524995,0.5499008
GA,2007,0,swing + nonelection,NA,79.27118784,0.5499008
GA,2008,1,swing + election year,"swing state
(successor election year)",89.28458778,0.5499008
HI,1984,1,swing + election year,"swing state
(incumbent re-election year)",195.8124084,0.53370833
HI,1985,0,swing + nonelection,NA,219.8827157,0.5111234
HI,1986,0,swing + nonelection,NA,217.9435922,0.5111234
HI,1987,0,swing + nonelection,NA,232.5665145,0.5111234
HI,1988,1,swing + election year,"swing state
(successor election year)",257.3963015,0.5111234
HI,1989,0,swing + nonelection,NA,280.8706414,0.49937797
HI,1990,0,swing + nonelection,NA,309.192877,0.49937797
HI,1991,0,swing + nonelection,NA,293.5544681,0.49937797
HI,1992,1,swing + election year,"swing state
(incumbent re-election year)",352.6561418,0.49937797
HI,1993,0,NA,NA,491.4329082,0.5194084
HI,1994,0,NA,NA,448.2158368,0.5194084
HI,1995,0,NA,NA,397.0884206,0.5194084
HI,1996,1,NA,NA,395.6259258,0.5194084
HI,1997,0,core + nonelection,NA,397.1223311,0.586008
HI,1998,0,core + nonelection,NA,410.9655728,0.586008
HI,1999,0,core + nonelection,NA,440.7493358,0.586008
HI,2000,1,core + election,NA,358.5600217,0.586008
HI,2001,0,NA,NA,378.1313722,0.39725524
HI,2002,0,NA,NA,412.253989,0.39725524
HI,2003,0,NA,NA,415.9678921,0.39725524
HI,2004,1,NA,NA,456.0742825,0.39725524
HI,2005,0,NA,NA,442.897997,0.4049737
HI,2006,0,NA,NA,466.8014716,0.4049737
HI,2007,0,NA,NA,489.137311,0.4049737
HI,2008,1,NA,NA,429.7337278,0.4049737
IA,1984,1,core + election,NA,22.89211401,0.55437255
IA,1985,0,swing + nonelection,NA,21.50236455,0.537677
IA,1986,0,swing + nonelection,NA,20.63730682,0.537677
IA,1987,0,swing + nonelection,NA,26.72956187,0.537677
IA,1988,1,swing + election year,"swing state
(successor election year)",20.26127679,0.537677
IA,1989,0,NA,NA,19.88298203,0.51879495
IA,1990,0,NA,NA,22.31949111,0.51879495
IA,1991,0,NA,NA,23.98939915,0.51879495
IA,1992,1,NA,NA,26.12136094,0.51879495
IA,1993,0,swing + nonelection,NA,29.61914257,0.51719064
IA,1994,0,swing + nonelection,NA,33.82551059,0.51719064
IA,1995,0,swing + nonelection,NA,31.00200557,0.51719064
IA,1996,1,swing + election year,"swing state
(incumbent re-election year)",28.87139951,0.51719064
IA,1997,0,swing + nonelection,NA,29.5773623,0.54871464
IA,1998,0,swing + nonelection,NA,32.91959396,0.54871464
IA,1999,0,swing + nonelection,NA,34.47977292,0.54871464
IA,2000,1,swing + election year,"swing state
(successor election year)",36.41336185,0.54871464
IA,2001,0,swing + nonelection,NA,39.32138739,0.46790433
IA,2002,0,swing + nonelection,NA,47.02534934,0.46790433
IA,2003,0,swing + nonelection,NA,44.32060272,0.46790433
IA,2004,1,swing + election year,"swing state
(incumbent re-election year)",43.41520653,0.46790433
IA,2005,0,swing + nonelection,NA,42.66878221,0.48146838
IA,2006,0,swing + nonelection,NA,40.55404533,0.48146838
IA,2007,0,swing + nonelection,NA,42.6612388,0.48146838
IA,2008,1,swing + election year,"swing state
(successor election year)",49.39446386,0.48146838
ID,1984,1,core + election,NA,18.0805565,0.6846714
ID,1985,0,core + nonelection,NA,18.28547531,0.6917393
ID,1986,0,core + nonelection,NA,18.66265088,0.6917393
ID,1987,0,core + nonelection,NA,16.32206512,0.6917393
ID,1988,1,core + election,NA,20.19892514,0.6917393
ID,1989,0,core + nonelection,NA,19.2409755,0.69692206
ID,1990,0,core + nonelection,NA,17.86562433,0.69692206
ID,1991,0,core + nonelection,NA,20.27576606,0.69692206
ID,1992,1,core + election,NA,22.50799447,0.69692206
ID,1993,0,NA,NA,25.1427591,0.34591708
ID,1994,0,NA,NA,26.78242936,0.34591708
ID,1995,0,NA,NA,27.53544368,0.34591708
ID,1996,1,NA,NA,27.9539862,0.34591708
ID,1997,0,NA,NA,28.4794744,0.38750556
ID,1998,0,NA,NA,32.78418539,0.38750556
ID,1999,0,NA,NA,34.28778354,0.38750556
ID,2000,1,NA,NA,36.20136479,0.38750556
ID,2001,0,core + nonelection,NA,41.8044187,0.6376967
ID,2002,0,core + nonelection,NA,47.25247976,0.6376967
ID,2003,0,core + nonelection,NA,45.78427599,0.6376967
ID,2004,1,core + election,NA,47.98782764,0.6376967
ID,2005,0,core + nonelection,NA,49.51384291,0.66990083
ID,2006,0,core + nonelection,NA,46.20026908,0.66990083
ID,2007,0,core + nonelection,NA,50.5678881,0.66990083
ID,2008,1,core + election,NA,45.97371739,0.66990083
IL,1984,1,swing + election year,"swing state
(incumbent re-election year)",93.06444676,0.5488154
IL,1985,0,swing + nonelection,NA,91.92773062,0.53938586
IL,1986,0,swing + nonelection,NA,76.47263988,0.53938586
IL,1987,0,swing + nonelection,NA,68.27849857,0.53938586
IL,1988,1,swing + election year,"swing state
(successor election year)",75.68296822,0.53938586
IL,1989,0,swing + nonelection,NA,65.53944354,0.53954065
IL,1990,0,swing + nonelection,NA,81.51510253,0.53954065
IL,1991,0,swing + nonelection,NA,84.69998641,0.53954065
IL,1992,1,swing + election year,"swing state
(incumbent re-election year)",98.47048185,0.53954065
IL,1993,0,NA,NA,120.7946321,0.5035523
IL,1994,0,NA,NA,125.7970354,0.5035523
IL,1995,0,NA,NA,133.7172484,0.5035523
IL,1996,1,NA,NA,131.330502,0.5035523
IL,1997,0,core + nonelection,NA,130.7437547,0.5571468
IL,1998,0,core + nonelection,NA,134.7366389,0.5571468
IL,1999,0,core + nonelection,NA,138.7214588,0.5571468
IL,2000,1,core + election,NA,148.2723291,0.5571468
IL,2001,0,NA,NA,152.4977774,0.4187556
IL,2002,0,NA,NA,165.3601192,0.4187556
IL,2003,0,NA,NA,169.6057417,0.4187556
IL,2004,1,NA,NA,173.7783265,0.4187556
IL,2005,0,NA,NA,168.6892225,0.43002087
IL,2006,0,NA,NA,158.9914375,0.43002087
IL,2007,0,NA,NA,174.8324152,0.43002087
IL,2008,1,NA,NA,213.2926915,0.43002087
IN,1984,1,core + election,NA,40.55571883,0.6004127
IN,1985,0,core + nonelection,NA,41.39248621,0.5857318
IN,1986,0,core + nonelection,NA,37.92401415,0.5857318
IN,1987,0,core + nonelection,NA,33.85927472,0.5857318
IN,1988,1,core + election,NA,36.8065035,0.5857318
IN,1989,0,core + nonelection,NA,35.73798693,0.60665584
IN,1990,0,core + nonelection,NA,42.23374933,0.60665584
IN,1991,0,core + nonelection,NA,47.26405793,0.60665584
IN,1992,1,core + election,NA,53.00362018,0.60665584
IN,1993,0,NA,NA,66.85507193,0.41321895
IN,1994,0,NA,NA,61.87371529,0.41321895
IN,1995,0,NA,NA,57.39914834,0.41321895
IN,1996,1,NA,NA,57.0089016,0.41321895
IN,1997,0,NA,NA,60.27802406,0.44296902
IN,1998,0,NA,NA,61.04228582,0.44296902
IN,1999,0,NA,NA,67.55348324,0.44296902
IN,2000,1,NA,NA,76.57731306,0.44296902
IN,2001,0,swing + nonelection,NA,82.04696305,0.54996026
IN,2002,0,swing + nonelection,NA,85.53042734,0.54996026
IN,2003,0,swing + nonelection,NA,86.77477048,0.54996026
IN,2004,1,swing + election year,"swing state
(incumbent re-election year)",84.98428945,0.54996026
IN,2005,0,core + nonelection,NA,91.1170019,0.57192224
IN,2006,0,core + nonelection,NA,89.04197239,0.57192224
IN,2007,0,core + nonelection,NA,95.75491248,0.57192224
IN,2008,1,core + election,NA,91.87046363,0.57192224
KS,1984,1,core + election,NA,17.15070552,0.6232836
KS,1985,0,core + nonelection,NA,15.58202897,0.6146017
KS,1986,0,core + nonelection,NA,14.64327904,0.6146017
KS,1987,0,core + nonelection,NA,13.60012139,0.6146017
KS,1988,1,core + election,NA,13.3255567,0.6146017
KS,1989,0,core + nonelection,NA,13.31176947,0.62410825
KS,1990,0,core + nonelection,NA,15.93152052,0.62410825
KS,1991,0,core + nonelection,NA,17.75420352,0.62410825
KS,1992,1,core + election,NA,21.60972033,0.62410825
KS,1993,0,NA,NA,24.58593239,0.40900657
KS,1994,0,NA,NA,24.67432247,0.40900657
KS,1995,0,NA,NA,23.72176536,0.40900657
KS,1996,1,NA,NA,23.10887624,0.40900657
KS,1997,0,NA,NA,24.64941316,0.43219692
KS,1998,0,NA,NA,24.51642288,0.43219692
KS,1999,0,NA,NA,26.90473325,0.43219692
KS,2000,1,NA,NA,28.30051285,0.43219692
KS,2001,0,core + nonelection,NA,31.71345343,0.58176774
KS,2002,0,core + nonelection,NA,34.93835799,0.58176774
KS,2003,0,core + nonelection,NA,35.47334669,0.58176774
KS,2004,1,core + election,NA,34.36939525,0.58176774
KS,2005,0,core + nonelection,NA,35.5367063,0.6128546
KS,2006,0,core + nonelection,NA,31.9006169,0.6128546
KS,2007,0,core + nonelection,NA,35.17011968,0.6128546
KS,2008,1,core + election,NA,39.00980597,0.6128546
KY,1984,1,NA,NA,27.35288331,0.53889984
KY,1985,0,swing + nonelection,NA,25.40968429,0.5249754
KY,1986,0,swing + nonelection,NA,23.29176647,0.5249754
KY,1987,0,swing + nonelection,NA,21.59167917,0.5249754
KY,1988,1,swing + election year,"swing state
(successor election year)",22.35896506,0.5249754
KY,1989,0,core + nonelection,NA,23.31954229,0.55666804
KY,1990,0,core + nonelection,NA,27.7762748,0.55666804
KY,1991,0,core + nonelection,NA,32.39822514,0.55666804
KY,1992,1,core + election,NA,37.4796141,0.55666804
KY,1993,0,NA,NA,39.28423195,0.45207208
KY,1994,0,NA,NA,38.57227467,0.45207208
KY,1995,0,NA,NA,41.33020825,0.45207208
KY,1996,1,NA,NA,40.30901466,0.45207208
KY,1997,0,swing + nonelection,NA,44.05655483,0.4884802
KY,1998,0,swing + nonelection,NA,47.35155875,0.4884802
KY,1999,0,swing + nonelection,NA,48.14996249,0.4884802
KY,2000,1,swing + election year,"swing state
(successor election year)",51.16572556,0.4884802
KY,2001,0,swing + nonelection,NA,53.66301683,0.51776654
KY,2002,0,swing + nonelection,NA,61.07746212,0.51776654
KY,2003,0,swing + nonelection,NA,61.87183621,0.51776654
KY,2004,1,swing + election year,"swing state
(incumbent re-election year)",61.36777848,0.51776654
KY,2005,0,core + nonelection,NA,58.84761352,0.5573545
KY,2006,0,core + nonelection,NA,59.58657028,0.5573545
KY,2007,0,core + nonelection,NA,58.20268603,0.5573545
KY,2008,1,core + election,NA,67.2735352,0.5573545
LA,1984,1,core + election,NA,60.54278776,0.5652763
LA,1985,0,NA,NA,60.23859371,0.5375682
LA,1986,0,NA,NA,60.79819886,0.5375682
LA,1987,0,NA,NA,52.89327775,0.5375682
LA,1988,1,NA,NA,54.74391349,0.5375682
LA,1989,0,core + nonelection,NA,61.06356695,0.5647378
LA,1990,0,core + nonelection,NA,70.30125368,0.5647378
LA,1991,0,core + nonelection,NA,84.53152841,0.5647378
LA,1992,1,core + election,NA,104.6270576,0.5647378
LA,1993,0,NA,NA,124.2674071,0.45351562
LA,1994,0,NA,NA,123.7559231,0.45351562
LA,1995,0,NA,NA,124.1021821,0.45351562
LA,1996,1,NA,NA,104.3101618,0.45351562
LA,1997,0,swing + nonelection,NA,107.1427591,0.51344895
LA,1998,0,swing + nonelection,NA,99.79286753,0.51344895
LA,1999,0,swing + nonelection,NA,108.0010202,0.51344895
LA,2000,1,swing + election year,"swing state
(successor election year)",108.9850534,0.51344895
LA,2001,0,swing + nonelection,NA,121.0819902,0.48237756
LA,2002,0,swing + nonelection,NA,133.2008842,0.48237756
LA,2003,0,swing + nonelection,NA,136.8277608,0.48237756
LA,2004,1,swing + election year,"swing state
(incumbent re-election year)",131.4769173,0.48237756
LA,2005,0,NA,NA,190.474611,0.51569784
LA,2006,0,NA,NA,377.4328043,0.51569784
LA,2007,0,NA,NA,235.3183168,0.51569784
LA,2008,1,NA,NA,188.589378,0.51569784
MA,1984,1,swing + election year,"swing state
(incumbent re-election year)",450.2794838,0.45822307
MA,1985,0,swing + nonelection,NA,467.5712061,0.4779146
MA,1986,0,swing + nonelection,NA,451.5500476,0.4779146
MA,1987,0,swing + nonelection,NA,443.6539419,0.4779146
MA,1988,1,swing + election year,"swing state
(successor election year)",489.0065534,0.4779146
MA,1989,0,swing + nonelection,NA,465.5169258,0.4916892
MA,1990,0,swing + nonelection,NA,571.8207387,0.4916892
MA,1991,0,swing + nonelection,NA,704.9604332,0.4916892
MA,1992,1,swing + election year,"swing state
(incumbent re-election year)",691.5530465,0.4916892
MA,1993,0,NA,NA,824.7846071,0.54892087
MA,1994,0,NA,NA,847.7601847,0.54892087
MA,1995,0,NA,NA,843.9439756,0.54892087
MA,1996,1,NA,NA,803.4626453,0.54892087
MA,1997,0,core + nonelection,NA,810.0701272,0.6157147
MA,1998,0,core + nonelection,NA,848.0670043,0.6157147
MA,1999,0,core + nonelection,NA,913.2864996,0.6157147
MA,2000,1,core + election,NA,948.96902,0.6157147
MA,2001,0,NA,NA,963.413663,0.34826156
MA,2002,0,NA,NA,1030.534206,0.34826156
MA,2003,0,NA,NA,1090.360468,0.34826156
MA,2004,1,NA,NA,1092.8985,0.34826156
MA,2005,0,NA,NA,1062.426328,0.3460932
MA,2006,0,NA,NA,985.7806834,0.3460932
MA,2007,0,NA,NA,1058.703514,0.3460932
MA,2008,1,NA,NA,1440.214427,0.3460932
MD,1984,1,NA,NA,159.9414547,0.52487224
MD,1985,0,swing + nonelection,NA,168.0286495,0.49367657
MD,1986,0,swing + nonelection,NA,171.2993015,0.49367657
MD,1987,0,swing + nonelection,NA,169.0282222,0.49367657
MD,1988,1,swing + election year,"swing state
(successor election year)",178.2864388,0.49367657
