year,quarter,GDP,GDP_growth_quarterly,RDPI,RDPI_growth_quarterly,CPI,unemployment,sp500_open,sp500_high,sp500_low,sp500_close,sp500_adj_close,sp500_volume
1949,2,271.351,-1.4,NA,2,23.916666666666668,5.866666666666666,14.62,14.75,14.14,14.353333333333333,14.353333333333333,0
1949,3,272.889,4.2,NA,2.6,23.716666666666665,6.7,14.896666666666667,15.436666666666667,14.856666666666666,15.28,15.28,0
1949,4,270.627,-3.3,NA,2.3,23.66,6.966666666666667,15.983333666666667,16.423333666666664,15.833333333333332,16.296667,16.296667,0
1950,1,280.828,16.7,NA,34.6,23.586666666666666,6.4,16.983333,17.350000333333334,16.903333333333332,17.186666333333335,17.186666333333335,38803333.333333336
1950,2,290.383,12.7,NA,-1.2,23.766666666666666,5.566666666666666,18.109999666666667,18.750000333333332,17.630000666666668,18.180000666666665,18.180000666666665,46330000
1950,3,308.153,16.4,NA,5.1,24.203333333333333,4.633333333333334,18.06999933333333,18.726667,17.723334,18.570000333333333,18.570000333333333,40686666.666666664
1950,4,319.945,7.9,NA,2.5,24.693333333333335,4.233333333333333,19.636666666666667,20.303333333333335,19.296667333333332,19.816667,19.816667,50790000
1951,1,336,5.5,NA,0.4,25.696666666666665,3.5,21.463333333333335,21.966666666666665,21.233333666666667,21.619999666666665,21.619999666666665,48973333.333333336
1951,2,344.09,7.1,NA,9.2,25.946666666666665,3.1,21.776667,22.429999333333335,21.083333333333332,21.636666333333334,21.636666333333334,37483333.333333336
1951,3,351.385,8.5,NA,4.6,25.933333333333334,3.1666666666666665,22.296667,23.206666333333335,22.290000000000003,22.980000333333333,22.980000333333333,32680000
1951,4,356.178,0.9,NA,-0.7,26.316666666666666,3.3666666666666667,23.17,23.573333333333334,22.563333666666665,23.196666666666665,23.196666666666665,35606666.666666664
1952,1,359.82,4.3,NA,-0.2,26.416666666666668,3.066666666666667,23.793333,24.480000333333333,23.370000333333333,23.923333333333332,23.923333333333332,32750000
1952,2,361.03,0.8,NA,5.2,26.486666666666668,2.966666666666667,23.716666333333333,24.36,23.423333666666668,24.046666666666667,24.046666666666667,26140000
1952,3,367.701,2.9,NA,8.3,26.666666666666668,3.2333333333333334,25.240000666666667,25.399999666666666,24.696666666666665,24.990000666666667,24.990000666666667,23030000
1952,4,380.812,13.8,NA,8.9,26.69666666666667,2.8333333333333335,24.92,25.61,24.67,25.583333333333332,25.583333333333332,32210000
1953,1,387.98,7.7,NA,4.8,26.62,2.7,26.326667,26.510000333333334,25.543334,25.856666666666666,25.856666666666666,35580000
1953,2,391.749,3.1,NA,5.3,26.72,2.566666666666667,24.71,24.84333266666667,24.063333666666665,24.433333666666666,24.433333666666666,28726666.666666668
1953,3,391.171,-2.2,NA,-1.9,26.843333333333334,2.7333333333333334,24.166666666666668,24.413333333333334,23.366666333333335,23.80666666666667,23.80666666666667,24426666.666666668
1953,4,385.97,-5.9,NA,-1.3,26.89,3.7,24.31000033333333,24.776666666666667,24.063332666666668,24.703333333333333,24.703333333333333,29500000
1954,1,385.345,-1.9,NA,2,26.953333333333333,5.266666666666667,25.730000333333333,26.44333333333333,25.619999333333332,26.390000333333333,26.390000333333333,36910000
1954,2,386.121,0.4,NA,0.4,26.91,5.8,28.19,28.960000333333333,27.789999666666667,28.886666666666667,28.886666666666667,42543333.333333336
1954,3,390.996,4.6,NA,4.3,26.84,5.966666666666667,30.08,31.593332333333333,29.69333333333333,31.006666666666668,31.006666666666668,49986666.666666664
1954,4,399.734,8.1,NA,7.9,26.756666666666668,5.333333333333333,32.69000133333333,34.429999,32.48666766666666,33.966667333333334,33.966667333333334,61220000
1955,1,413.073,11.9,NA,6.6,26.793333333333333,4.733333333333333,36.76666766666667,37.140000666666666,35.32666666666667,36.656667,36.656667,67080000
1955,2,421.532,6.7,NA,9.2,26.756666666666668,4.4,37.65000033333333,39.129999999999995,37.253334,38.966666,38.966666,52453333.333333336
1955,3,430.221,5.5,NA,7.6,26.776666666666667,4.1,42.496666,44.189999666666665,41.84666733333333,43.456666,43.456666,50116666.666666664
1955,4,437.092,2.4,NA,4.7,26.856666666666666,4.233333333333333,43.373332999999995,45.096667,42.67666633333333,44.44333266666667,44.44333266666667,46500000
1956,1,439.746,-1.5,NA,4.1,26.86,4.033333333333333,44.91,46.48666633333333,44.02333333333333,45.88,45.88,51280000
1956,2,446.01,3.3,NA,3.8,27.036666666666665,4.2,47.480001,48.16333233333334,45.44333233333334,46.850001,46.850001,48163333.333333336
1956,3,451.191,-0.3,NA,2.1,27.316666666666666,4.133333333333333,48.146666,49.07333233333333,46.40666566666667,47.416665,47.416665,42440000
1956,4,460.463,6.8,NA,6.3,27.55,4.133333333333333,45.73333366666667,47.213333,44.973334,45.776667333333336,45.776667333333336,43393333.333333336
1957,1,469.779,2.6,NA,1.3,27.776666666666667,3.9333333333333336,44.853334,45.16999966666666,43.510001,44.03,44.03,40430000
1957,2,472.025,-0.9,NA,2.8,28.013333333333332,4.1,45.84333266666667,47.136668,45.646666,46.846667,46.846667,48106666.666666664
1957,3,479.49,4,NA,2,28.263333333333335,4.233333333333333,46.88666666666666,47.453333666666666,44.579999,45.183333,45.183333,42170000
1957,4,474.864,-4.1,NA,-2.6,28.4,4.933333333333334,41.51999933333333,42.133333666666665,39.266666666666666,40.92333466666667,40.92333466666667,55533333.333333336
1958,1,467.54,-10,NA,-3.5,28.736666666666668,6.3,41.166668,42.30666733333334,40.690001333333335,41.546666333333334,41.546666333333334,45566666.666666664
1958,2,471.978,2.7,NA,2.8,28.93,7.366666666666667,43.26000066666666,44.28999966666667,42.92000066666667,44.256667,44.256667,53660000
1958,3,485.841,9.6,NA,9.1,28.913333333333334,7.333333333333333,46.923333666666664,48.47,46.76666766666667,48.333333333333336,48.333333333333336,67890000
1958,4,499.555,9.7,NA,6.3,28.94333333333333,6.366666666666667,51.41,53.35666666666667,51.153333,53.006667,53.006667,81770000
1959,1,510.33,7.9,2327.5,2.3,28.993333333333332,5.833333333333333,55.459999333333336,56.076666333333336,54.63666666666667,55.43333333333333,55.43333333333333,77153333.33333333
1959,2,522.653,9.3,2364.9666666666667,6.6,29.043333333333333,5.1,57.323334,58.493333,56.310000333333335,58.246667,58.246667,70366666.66666667
1959,3,525.034,0.3,2361.8,-0.5,29.19333333333333,5.266666666666667,59.51666633333333,60.083332,57.439999666666665,58.996665666666665,58.996665666666665,59816666.666666664
1959,4,528.6,1.1,2378.6,2.9,29.37,5.6,57.68333333333333,58.56333266666667,56.939999666666665,58.56333266666667,58.56333266666667,66013333.333333336
1960,1,542.648,9.3,2406.1,4.7,29.39666666666667,5.133333333333334,57.29333233333333,57.739999000000005,54.603334,55.69,55.69,63376666.666666664
1960,2,541.08,-2.1,2421.6,2.6,29.573333333333334,5.233333333333333,55.15,56.80666733333334,54.796666333333334,55.70666633333333,55.70666633333333,67523333.33333333
1960,3,545.604,2,2426.266666666667,0.8,29.59,5.533333333333333,56.56,57.51333366666667,53.78999966666667,55.329999,55.329999,60010000
1960,4,540.197,-5,2425.233333333333,-0.2,29.78,6.266666666666667,54.19999966666666,56.466667333333334,53.813333,55.68000033333333,55.68000033333333,64570000
1961,1,545.018,2.7,2448.133333333333,3.8,29.84,6.8,60.966667333333334,63.48999933333333,60.696666666666665,63.42666533333333,63.42666533333333,98930000
1961,2,555.545,7,2485.3333333333335,6.2,29.83,7,65.77666466666666,67.716667,64.68000033333334,65.50333166666667,65.50333166666667,90596666.66666667
1961,3,567.664,7.9,2518.4,5.4,29.94666666666667,6.766666666666667,66.92333466666666,67.88666766666667,65.70666766666668,67.18666833333333,67.18666833333333,68716666.66666667
1961,4,580.612,8.1,2567.5,8,29.990000000000002,6.2,69.093333,71.03666666666666,68.77333566666667,70.49666866666666,70.49666866666666,81043333.33333333
1962,1,594.013,7.3,2592.8,4,30.106666666666666,5.633333333333333,70.116666,71.50999933333334,68.423335,69.44999933333334,69.44999933333334,71786666.66666667
1962,2,600.366,3.7,2620.7666666666664,4.4,30.22,5.533333333333333,64.80666733333334,65.56999966666666,56.47666533333333,59.873333,59.873333,92143333.33333333
1962,3,609.027,5,2634.9333333333334,2.2,30.30666666666667,5.566666666666666,57.366666333333335,59.51333366666667,55.586666,57.873333,57.873333,72483333.33333333
1962,4,612.28,1.3,2658.266666666667,3.6,30.38,5.533333333333333,58.349999333333336,61.37000033333333,56.57666666666667,60.626665333333335,60.626665333333335,85193333.33333333
1963,1,621.672,4.4,2681.366666666667,3.5,30.476666666666667,5.766666666666667,64.56666566666667,66.85333233333333,63.40000033333333,65.686666,65.686666,85283333.33333333
1963,2,629.752,4.6,2706.0666666666666,3.7,30.533333333333335,5.733333333333333,69.05666866666667,70.85333233333334,68.01333366666667,69.990003,69.990003,100646666.66666667
1963,3,644.444,9.1,2735.6666666666665,4.5,30.72,5.5,70.33333333333333,72.353335,69.153333,71.109998,71.109998,91526666.66666667
1963,4,653.938,2.6,2780.233333333333,6.7,30.803333333333335,5.566666666666666,72.98000066666667,74.99333433333334,71.35666666666667,74.08666733333334,74.08666733333334,105003333.33333333
1964,1,669.822,8.7,2834.6,8.1,30.93,5.466666666666667,76.62000033333334,78.65999866666667,76.22666699999999,77.94000233333334,77.94000233333334,106163333.33333333
1964,2,678.674,4.4,2911.0333333333333,11.2,30.98,5.2,79.603335,81.70333099999999,78.75999966666667,80.506668,80.506668,106263333.33333333
1964,3,692.031,6.4,2948.9666666666667,5.3,31.05,5,82.23333466666666,84.20666766666666,81.27666733333334,83.063334,83.063334,98213333.33333333
1964,4,697.319,1.2,2982.5333333333333,4.6,31.193333333333335,4.966666666666667,84.48666633333333,85.89333333333333,83.46666733333333,84.67666633333333,84.67666633333333,101400000
1965,1,717.79,10,3017.633333333333,4.8,31.29,4.9,86.57999933333333,88.06,84.88999966666667,87.05000066666666,87.05000066666666,115413333.33333333
1965,2,730.191,5.2,3051.666666666667,4.6,31.49,4.666666666666666,87.89666766666667,89.70666733333334,84.61333466666666,87.21666733333333,87.21666733333333,119156666.66666667
1965,3,749.323,9.2,3135.133333333333,11.4,31.583333333333332,4.366666666666667,85.51333366666667,88.463333,84.93000266666667,87.459999,87.459999,116466666.66666667
1965,4,771.857,9.5,3198.3,8.3,31.75,4.1,91.32999933333333,93.18666833333333,89.76999933333333,92.153333,92.153333,167416666.66666666
1966,1,795.734,10.1,3229.9333333333334,4,32.04666666666667,3.8666666666666667,92.176666,93.67000066666667,89.58333300000001,91.11000033333333,91.11000033333333,180020000
1966,2,804.981,1.4,3238.4666666666667,1.1,32.336666666666666,3.833333333333333,88.80666599999999,90.836665,85.29666633333333,87.30999766666666,87.30999766666666,165966666.66666666
1966,3,819.638,3.4,3278.0666666666666,5,32.61666666666667,3.7666666666666666,81.77999866666667,84.56666566666667,77.33000200000001,79.08666466666666,79.08666466666666,134090000
1966,4,833.302,3.3,3316.4666666666667,4.8,32.88333333333333,3.7,79.06999733333333,82.600001,76.88666533333334,80.32666533333332,80.32666533333332,152353333.33333334
1967,1,844.17,3.6,3366.4666666666667,6.2,32.96666666666667,3.833333333333333,84.573334,89.62999966666666,83.903333,87.86333233333333,87.86333233333333,205000000
1967,2,848.983,0.2,3393.2000000000003,3.2,33.166666666666664,3.833333333333333,91.096667,94.43333200000001,87.92000066666667,91.24333433333334,91.24333433333334,206220000
1967,3,865.233,3.8,3425.4666666666667,3.9,33.5,3.8,93.00999933333334,96.82999933333333,91.71000166666667,95.03333266666667,95.03333266666667,209830000
1967,4,881.439,3.1,3450.4666666666667,3,33.86666666666667,3.9,94.67000066666667,96.886668,92.26333366666667,94.59000133333333,94.59000133333333,221890000
1968,1,909.387,8.4,3508,6.8,34.2,3.7333333333333334,92.69,94.12333133333334,88.32999933333333,90.59999866666666,90.59999866666666,209920000
1968,2,934.344,6.9,3565.733333333333,6.7,34.53333333333333,3.566666666666667,95.76333366666667,100.54666633333333,95.21000166666667,98.57333366666667,98.57333366666667,281563333.3333333
1968,3,950.825,3.1,3577.1,1.3,35,3.533333333333333,98.72666699999999,102.32333100000001,96.97999833333333,99.75666566666666,99.75666566666666,221573333.33333334
1968,4,968.03,1.6,3604.7999999999997,3.1,35.43333333333333,3.4,104.81666833333334,108.07999933333333,102.21000133333334,105.213336,105.213336,263843333.33333334
1969,1,993.337,6.4,3613.7000000000003,1,35.86666666666667,3.4,101.66666666666667,103.943334,97.01666533333334,100.88333366666667,100.88333366666667,224400000
1969,2,1009.02,1.2,3649,4,36.43333333333333,3.433333333333333,102.88666766666667,105.01666533333334,98.86000066666666,101.62,101.62,242880000
1969,3,1029.956,2.7,3723.5,8.4,36.93333333333333,3.566666666666667,95.04666633333333,97.793335,90.43000033333334,93.48666899999999,93.48666899999999,216360000
1969,4,1038.147,-1.9,3751.9666666666667,3.1,37.5,3.566666666666667,94.68333466666667,97.510002,90.84000166666667,94.32999966666667,94.32999966666667,265353333.33333334
1970,1,1051.2,-0.6,3791.366666666667,4.3,38.1,4.166666666666667,88.85999833333334,91.88333399999999,85.08333300000001,88.049998,88.049998,220783333.33333334
1970,2,1067.375,0.6,3838.1666666666665,5,38.63333333333333,4.766666666666667,82.56666566666667,84.32666533333332,73.38999966666667,76.93000033333334,76.93000033333334,235920000
1970,3,1086.059,3.7,3899.5,6.5,39.03333333333333,5.166666666666667,77.43000033333334,82.16333266666666,74.923332,81.290001,81.290001,249906666.66666666
1970,4,1088.608,-4.2,3890.133333333333,-1,39.6,5.833333333333333,84.91666666666667,89.44666533333333,83.543335,87.533333,87.533333,275633333.3333333
1971,1,1135.156,11.3,3967.733333333333,8.2,39.93333333333333,5.933333333333334,94.92666633333333,99.36999766666666,93.88999933333334,97.646665,97.646665,369853333.3333333
1971,2,1156.271,2.2,4025.4666666666667,6,40.3,5.9,101.29666399999999,104.02999866666667,98.40999833333333,100.759997,100.759997,337510000
1971,3,1177.675,3.3,4046.5666666666666,2.1,40.7,6.033333333333333,97.923335,101.75999966666667,94.95333366666667,97.649999,97.649999,279493333.3333333
1971,4,1190.297,0.9,4093.7666666666664,4.7,41,5.933333333333334,95.519999,99.75,92.08333066666667,96.769999,96.769999,311390000
1972,1,1230.609,7.6,4112.533333333333,1.8,41.333333333333336,5.766666666666667,104.19999933333334,107.30333466666667,103.27666733333334,105.903333,105.903333,386466666.6666667
1972,2,1266.369,9.4,4155.233333333334,4.2,41.6,5.7,108.13333133333333,111.03333533333333,105.316668,108.113332,108.113332,339450000
1972,3,1290.566,3.8,4236,8,41.93333333333333,5.566666666666666,108.539998,111.94666566666666,106.27999866666667,109.676666,109.676666,297340000
1972,4,1328.904,6.9,4405.8,17,42.36666666666667,5.366666666666666,112.93333433333333,116.65333566666666,110.739998,115.43333433333333,115.43333433333333,355866666.6666667
1973,1,1377.49,10.3,4439.2,3.1,43.03333333333333,4.933333333333334,115.25666566666666,118.77666733333334,110.72666933333333,113.07666533333334,113.07666533333334,351780000
1973,2,1413.887,4.4,4476.666666666667,3.4,43.93333333333334,4.933333333333334,107.81333166666667,111.80666633333334,102.75,105.39333333333333,105.39333333333333,294650000
1973,3,1433.838,-2.1,4496.9,1.8,44.800000000000004,4.8,105.50666533333333,109.88666533333334,100.769999,106.966667,106.966667,303770000
1973,4,1476.289,3.9,4546.066666666667,4.4,45.93333333333333,4.766666666666667,104.18333433333333,107.03666433333333,97.67000066666667,100.600001,100.600001,402393333.3333333
1974,1,1491.209,-3.4,4470.833333333333,-6.5,47.3,5.133333333333333,96.78000133333333,99.80666833333333,91.53000133333333,95.59000133333333,95.59000133333333,309853333.3333333
1974,2,1530.056,1,4429.133333333333,-3.7,48.56666666666667,5.2,90.52333333333333,94.25666533333333,86.540001,87.86333233333333,87.86333233333333,258253333.33333334
1974,3,1560.026,-3.7,4433.1,0.4,49.93333333333333,5.633333333333334,79.15333333333334,81.14333333333333,70.283334,71.66666699999999,71.66666699999999,278080000
1974,4,1599.679,-1.5,4427.1,-0.5,51.46666666666667,6.6,69.08000200000001,74.370003,63.979998,70.81000033333333,70.81000033333333,326346666.6666667
1975,1,1616.116,-4.8,4420.533333333334,-0.6,52.56666666666666,8.266666666666666,75.74000033333333,83.11000066666666,74.91000133333333,80.64333333333333,80.64333333333333,436600000
1975,2,1651.853,2.9,4625.033333333334,19.8,53.2,8.866666666666667,87.326668,92.716667,85.300003,91.21333566666667,91.21333566666667,451946666.6666667
1975,3,1709.82,7,4557.733333333334,-5.7,54.266666666666666,8.466666666666667,90.27333300000001,91.01333366666667,83.81999966666666,86.5,86.5,332756666.6666667
1975,4,1761.831,5.5,4593.5,3.2,55.266666666666666,8.3,88.05000066666666,91.99333466666667,85.44999966666667,90.156667,90.156667,344440000
1976,1,1820.487,9.3,4648.8,4.9,55.9,7.733333333333333,96.92000066666667,103.149999,95.51333366666667,101.11333233333333,101.11333233333333,587186666.6666666
1976,2,1852.332,3,4675.266666666666,2.3,56.4,7.566666666666666,101.52999866666667,104.56333166666667,98.60000099999999,102.03333266666667,102.03333266666667,388466666.6666667
1976,3,1886.558,2.2,4711.766666666667,3.2,57.3,7.733333333333333,103.543335,106.97000133333333,101.77999866666667,103.86333466666667,103.86333466666667,385063333.3333333
1976,4,1934.273,2.9,4741.7,2.6,58.13333333333333,7.766666666666667,103.41333266666666,105.783333,99.67000066666667,104.153333,104.153333,425653333.3333333
