year,state,D_pv,R_pv,D_pv2p,R_pv2p,D_pv_lag1,R_pv_lag1,D_pv2p_lag1,R_pv2p_lag1,D_pv_lag2,R_pv_lag2,D_pv2p_lag2,R_pv2p_lag2
1948,Maine,42.26610622,56.73725117,42.69158879,57.30841121,NA,NA,NA,NA,NA,NA,NA,NA
1948,Maryland,48.01478043,49.40450954,49.28672796,50.71327204,NA,NA,NA,NA,NA,NA,NA,NA
1948,Massachusetts,54.6610439,43.156478,55.88062633,44.11937367,NA,NA,NA,NA,NA,NA,NA,NA
1948,Michigan,47.56559154,49.23163487,49.13941577,50.86058423,NA,NA,NA,NA,NA,NA,NA,NA
1948,Minnesota,57.16475311,39.89495358,58.89648244,41.10351756,NA,NA,NA,NA,NA,NA,NA,NA
1948,Mississippi,10.08585254,2.623965867,79.3548123,20.6451877,NA,NA,NA,NA,NA,NA,NA,NA
1948,Missouri,58.10837005,41.49419623,58.34023382,41.65976618,NA,NA,NA,NA,NA,NA,NA,NA
1948,Montana,53.09080694,43.14734392,55.16607132,44.83392868,NA,NA,NA,NA,NA,NA,NA,NA
1948,Nebraska,45.84713871,54.15265677,45.84723248,54.15276752,NA,NA,NA,NA,NA,NA,NA,NA
1948,Nevada,50.37429367,47.26081427,51.59444664,48.40555336,NA,NA,NA,NA,NA,NA,NA,NA
1948,New Hampshire,46.66220187,52.41055997,47.09892104,52.90107896,NA,NA,NA,NA,NA,NA,NA,NA
1948,New Jersey,45.93125098,50.32553583,47.71741557,52.28258443,NA,NA,NA,NA,NA,NA,NA,NA
1948,New Mexico,56.37886701,42.92831827,56.77219312,43.22780688,NA,NA,NA,NA,NA,NA,NA,NA
1948,New York,44.99802703,45.98465777,49.45779203,50.54220797,NA,NA,NA,NA,NA,NA,NA,NA
1948,North Carolina,58.02133191,32.68061915,63.96922142,36.03077858,NA,NA,NA,NA,NA,NA,NA,NA
1948,North Dakota,43.40963048,52.16613204,45.41907836,54.58092164,NA,NA,NA,NA,NA,NA,NA,NA
1948,Ohio,49.48078572,49.23872754,50.12259895,49.87740105,NA,NA,NA,NA,NA,NA,NA,NA
1948,Oklahoma,62.74703817,37.25296183,62.74703817,37.25296183,NA,NA,NA,NA,NA,NA,NA,NA
1948,Oregon,46.39501603,49.7832392,48.2385711,51.7614289,NA,NA,NA,NA,NA,NA,NA,NA
1948,Pennsylvania,46.91717704,50.92695122,47.95093776,52.04906224,NA,NA,NA,NA,NA,NA,NA,NA
1948,Rhode Island,57.59378948,41.43612184,58.15797339,41.84202661,NA,NA,NA,NA,NA,NA,NA,NA
1948,South Carolina,24.14446136,3.777766867,86.47039614,13.52960386,NA,NA,NA,NA,NA,NA,NA,NA
1948,South Dakota,47.04144259,51.83862778,47.57424061,52.42575939,NA,NA,NA,NA,NA,NA,NA,NA
1948,Tennessee,49.1387159,36.87448095,57.12927516,42.87072484,NA,NA,NA,NA,NA,NA,NA,NA
1948,Texas,65.96112124,24.28557824,73.0897879,26.9102121,NA,NA,NA,NA,NA,NA,NA,NA
1948,Utah,53.98056496,45.02343425,54.52362065,45.47637935,NA,NA,NA,NA,NA,NA,NA,NA
1948,Vermont,36.92353828,61.53733932,37.50072027,62.49927973,NA,NA,NA,NA,NA,NA,NA,NA
1948,Virginia,47.89102601,41.04175015,53.8508164,46.1491836,NA,NA,NA,NA,NA,NA,NA,NA
1948,Washington,52.61148721,42.68395762,55.20881644,44.79118356,NA,NA,NA,NA,NA,NA,NA,NA
1948,West Virginia,57.320601,42.23719533,57.57520065,42.42479935,NA,NA,NA,NA,NA,NA,NA,NA
1948,Wisconsin,50.69783835,46.28438283,52.27539412,47.72460588,NA,NA,NA,NA,NA,NA,NA,NA
1948,Wyoming,51.61843727,47.2733547,52.19688737,47.80311263,NA,NA,NA,NA,NA,NA,NA,NA
1952,Alabama,64.55341218,35.02088614,64.829392,35.170608,0,19.03898037,0,100,NA,NA,NA,NA
1952,Arizona,41.65022835,58.34977165,41.65022835,58.34977165,53.7943693,43.82401943,55.10679904,44.89320096,NA,NA,NA,NA
1952,Arkansas,55.9041502,43.76358696,56.09051815,43.90948185,61.72141458,21.01618724,74.59898912,25.40101088,NA,NA,NA,NA
1952,California,42.26532747,56.82913912,42.65155152,57.34844848,47.5721975,47.12796448,50.23454713,49.76545287,NA,NA,NA,NA
1952,Colorado,38.96251883,60.27300299,39.2626734,60.7373266,51.87670916,46.52499723,52.71931866,47.28068134,NA,NA,NA,NA
1952,Connecticut,43.90957881,55.70296952,44.08036893,55.91963107,47.91039911,49.54669854,49.16050269,50.83949731,NA,NA,NA,NA
1952,Delaware,47.87530527,51.75061054,48.05507169,51.94492831,48.76072279,50.03703091,49.35408039,50.64591961,NA,NA,NA,NA
1952,Florida,44.97456377,54.98995792,44.99052565,55.00947435,48.81700289,33.63323021,59.20784096,40.79215904,NA,NA,NA,NA
1952,Georgia,69.65857125,30.34127627,69.65867747,30.34132253,60.80895206,18.31365638,76.85407908,23.14592092,NA,NA,NA,NA
1952,Idaho,34.42082894,65.41879803,34.47611934,65.52388066,49.98231044,47.25625652,51.40173493,48.59826507,NA,NA,NA,NA
1952,Illinois,44.94295767,54.8380985,45.04157341,54.95842659,50.0675695,49.22390454,50.4248426,49.5751574,NA,NA,NA,NA
1952,Indiana,40.99216243,58.11100456,41.36312055,58.63687945,48.77588283,49.5756587,49.59340959,50.40659041,NA,NA,NA,NA
1952,Iowa,35.58658641,63.75498218,35.82245269,64.17754731,50.31244221,47.58078808,51.39522116,48.60477884,NA,NA,NA,NA
1952,Kansas,30.49613576,68.77096431,30.72129209,69.27870791,44.61124795,53.62941308,45.41016671,54.58983329,NA,NA,NA,NA
1952,Kentucky,49.91491701,49.84443406,50.03532649,49.96467351,56.73755072,41.47653095,57.76926257,42.23073743,NA,NA,NA,NA
1952,Louisiana,52.92214764,47.07785236,52.92214764,47.07785236,32.74854925,17.45152953,65.2360515,34.7639485,NA,NA,NA,NA
1952,Maine,33.77223653,66.04953011,33.8325374,66.1674626,42.26610622,56.73725117,42.69158879,57.30841121,NA,NA,NA,NA
1952,Maryland,43.82534027,55.36397236,44.18353057,55.81646943,48.01478043,49.40450954,49.28672796,50.71327204,NA,NA,NA,NA
1952,Massachusetts,45.46135392,54.22195538,45.60578319,54.39421681,54.6610439,43.156478,55.88062633,44.11937367,NA,NA,NA,NA
1952,Michigan,43.97414843,55.43962821,44.23345528,55.76654472,47.56559154,49.23163487,49.13941577,50.86058423,NA,NA,NA,NA
1952,Minnesota,44.10768382,55.32587208,44.35895249,55.64104751,57.16475311,39.89495358,58.89648244,41.10351756,NA,NA,NA,NA
1952,Mississippi,60.43665859,39.56334141,60.43665859,39.56334141,10.08585254,2.623965867,79.3548123,20.6451877,NA,NA,NA,NA
1952,Missouri,49.14373842,50.70811633,49.21665055,50.78334945,58.10837005,41.49419623,58.34023382,41.65976618,NA,NA,NA,NA
1952,Montana,40.07478201,59.38567068,40.29217737,59.70782263,53.09080694,43.14734392,55.16607132,44.83392868,NA,NA,NA,NA
1952,Nebraska,30.84620936,69.15379064,30.84620936,69.15379064,45.84713871,54.15265677,45.84723248,54.15276752,NA,NA,NA,NA
1952,Nevada,38.55456868,61.44543132,38.55456868,61.44543132,50.37429367,47.26081427,51.59444664,48.40555336,NA,NA,NA,NA
1952,New Hampshire,39.07785309,60.92214691,39.07785309,60.92214691,46.66220187,52.41055997,47.09892104,52.90107896,NA,NA,NA,NA
1952,New Jersey,41.98715962,56.81266052,42.49720249,57.50279751,45.93125098,50.32553583,47.71741557,52.28258443,NA,NA,NA,NA
1952,New Mexico,44.28225374,55.39210756,44.426925,55.573075,56.37886701,42.92831827,56.77219312,43.22780688,NA,NA,NA,NA
1952,New York,43.55353586,55.45288101,43.99061923,56.00938077,44.99802703,45.98465777,49.45779203,50.54220797,NA,NA,NA,NA
1952,North Carolina,53.91011718,46.08988282,53.91011718,46.08988282,58.02133191,32.68061915,63.96922142,36.03077858,NA,NA,NA,NA
1952,North Dakota,28.39183051,70.97106176,28.57387689,71.42612311,43.40963048,52.16613204,45.41907836,54.58092164,NA,NA,NA,NA
1952,Ohio,43.24430292,56.75569708,43.24430292,56.75569708,49.48078572,49.23872754,50.12259895,49.87740105,NA,NA,NA,NA
1952,Oklahoma,45.4105654,54.5894346,45.4105654,54.5894346,62.74703817,37.25296183,62.74703817,37.25296183,NA,NA,NA,NA
1952,Oregon,38.92892546,60.54378118,39.13528321,60.86471679,46.39501603,49.7832392,48.2385711,51.7614289,NA,NA,NA,NA
1952,Pennsylvania,46.85185602,52.73532739,47.04607,52.95393,46.91717704,50.92695122,47.95093776,52.04906224,NA,NA,NA,NA
1952,Rhode Island,49.0455925,50.88926846,49.07756115,50.92243885,57.59378948,41.43612184,58.15797339,41.84202661,NA,NA,NA,NA
1952,South Carolina,50.72151891,49.27848109,50.72151891,49.27848109,24.14446136,3.777766867,86.47039614,13.52960386,NA,NA,NA,NA
1952,South Dakota,30.72756496,69.27243504,30.72756496,69.27243504,47.04144259,51.83862778,47.57424061,52.42575939,NA,NA,NA,NA
1952,Tennessee,49.71245405,49.98549106,49.86306789,50.13693211,49.1387159,36.87448095,57.12927516,42.87072484,NA,NA,NA,NA
1952,Texas,46.68849768,53.12652641,46.7750202,53.2249798,65.96112124,24.28557824,73.0897879,26.9102121,NA,NA,NA,NA
1952,Utah,41.0749073,58.9250927,41.0749073,58.9250927,53.98056496,45.02343425,54.52362065,45.47637935,NA,NA,NA,NA
1952,Vermont,28.23381546,71.45034092,28.32327271,71.67672729,36.92353828,61.53733932,37.50072027,62.49927973,NA,NA,NA,NA
1952,Virginia,43.3567483,56.32454344,43.49537164,56.50462836,47.89102601,41.04175015,53.8508164,46.1491836,NA,NA,NA,NA
1952,Washington,44.69406225,54.33052086,45.13430993,54.86569007,52.61148721,42.68395762,55.20881644,44.79118356,NA,NA,NA,NA
1952,West Virginia,51.9236493,48.0763507,51.9236493,48.0763507,57.320601,42.23719533,57.57520065,42.42479935,NA,NA,NA,NA
1952,Wisconsin,38.70764043,60.95323417,38.83935455,61.16064545,50.69783835,46.28438283,52.27539412,47.72460588,NA,NA,NA,NA
1952,Wyoming,37.08597999,62.70512414,37.16361325,62.83638675,51.61843727,47.2733547,52.19688737,47.80311263,NA,NA,NA,NA
1956,Alabama,56.52251792,39.38527304,58.9342298,41.0657702,64.55341218,35.02088614,64.829392,35.170608,0,19.03898037,0,100
1956,Arizona,38.90093151,60.99464802,38.94159451,61.05840549,41.65022835,58.34977165,41.65022835,58.34977165,53.7943693,43.82401943,55.10679904,44.89320096
1956,Arkansas,52.45737532,45.81894474,53.3774314,46.6225686,55.9041502,43.76358696,56.09051815,43.90948185,61.72141458,21.01618724,74.59898912,25.40101088
1956,California,44.27328631,55.38732848,44.42405498,55.57594502,42.26532747,56.82913912,42.65155152,57.34844848,47.5721975,47.12796448,50.23454713,49.76545287
1956,Colorado,39.81410823,59.49245484,40.09212181,59.90787819,38.96251883,60.27300299,39.2626734,60.7373266,51.87670916,46.52499723,52.71931866,47.28068134
1956,Connecticut,36.260978,63.72067126,36.26763338,63.73236662,43.90957881,55.70296952,44.08036893,55.91963107,47.91039911,49.54669854,49.16050269,50.83949731
1956,Delaware,44.62154752,55.09191631,44.7497718,55.2502282,47.87530527,51.75061054,48.05507169,51.94492831,48.76072279,50.03703091,49.35408039,50.64591961
1956,Florida,42.72927007,57.27072993,42.72927007,57.27072993,44.97456377,54.98995792,44.99052565,55.00947435,48.81700289,33.63323021,59.20784096,40.79215904
1956,Georgia,66.4818834,32.65388557,67.06144925,32.93855075,69.65857125,30.34127627,69.65867747,30.34132253,60.80895206,18.31365638,76.85407908,23.14592092
1956,Idaho,38.78104979,61.16693347,38.80123293,61.19876707,34.42082894,65.41879803,34.47611934,65.52388066,49.98231044,47.25625652,51.40173493,48.59826507
1956,Illinois,40.28858692,59.52087021,40.3655005,59.6344995,44.94295767,54.8380985,45.04157341,54.95842659,50.0675695,49.22390454,50.4248426,49.5751574
1956,Indiana,39.69944399,59.90108411,39.85866817,60.14133183,40.99216243,58.11100456,41.36312055,58.63687945,48.77588283,49.5756587,49.59340959,50.40659041
1956,Iowa,40.65062646,59.06433364,40.76682818,59.23317182,35.58658641,63.75498218,35.82245269,64.17754731,50.31244221,47.58078808,51.39522116,48.60477884
1956,Kansas,34.20714511,65.44099058,34.32793285,65.67206715,30.49613576,68.77096431,30.72129209,69.27870791,44.61124795,53.62941308,45.41016671,54.58983329
1956,Kentucky,45.21263422,54.29771163,45.43510912,54.56489088,49.91491701,49.84443406,50.03532649,49.96467351,56.73755072,41.47653095,57.76926257,42.23073743
1956,Louisiana,39.50763023,53.28316687,42.57709974,57.42290026,52.92214764,47.07785236,52.92214764,47.07785236,32.74854925,17.45152953,65.2360515,34.7639485
1956,Maine,29.13456125,70.86543875,29.13456125,70.86543875,33.77223653,66.04953011,33.8325374,66.1674626,42.26610622,56.73725117,42.69158879,57.30841121
1956,Maryland,39.96488447,60.03511553,39.96488447,60.03511553,43.82534027,55.36397236,44.18353057,55.81646943,48.01478043,49.40450954,49.28672796,50.71327204
1956,Massachusetts,40.37417831,59.32269281,40.49693622,59.50306378,45.46135392,54.22195538,45.60578319,54.39421681,54.6610439,43.156478,55.88062633,44.11937367
1956,Michigan,44.1458246,55.62943683,44.24526077,55.75473923,43.97414843,55.43962821,44.23345528,55.76654472,47.56559154,49.23163487,49.13941577,50.86058423
1956,Minnesota,46.08378327,53.67905344,46.19333691,53.80666309,44.10768382,55.32587208,44.35895249,55.64104751,57.16475311,39.89495358,58.89648244,41.10351756
1956,Mississippi,58.23033742,24.4550653,70.423963,29.576037,60.43665859,39.56334141,60.43665859,39.56334141,10.08585254,2.623965867,79.3548123,20.6451877
1956,Missouri,50.10870028,49.89129972,50.10870028,49.89129972,49.14373842,50.70811633,49.21665055,50.78334945,58.10837005,41.49419623,58.34023382,41.65976618
1956,Montana,42.86520314,57.13479686,42.86520314,57.13479686,40.07478201,59.38567068,40.29217737,59.70782263,53.09080694,43.14734392,55.16607132,44.83392868
1956,Nebraska,34.48557275,65.51442725,34.48557275,65.51442725,30.84620936,69.15379064,30.84620936,69.15379064,45.84713871,54.15265677,45.84723248,54.15276752
1956,Nevada,42.03166855,57.96833145,42.03166855,57.96833145,38.55456868,61.44543132,38.55456868,61.44543132,50.37429367,47.26081427,51.59444664,48.40555336
1956,New Hampshire,33.84495532,66.11347071,33.85903186,66.14096814,39.07785309,60.92214691,39.07785309,60.92214691,46.66220187,52.41055997,47.09892104,52.90107896
1956,New Jersey,34.22826924,64.68358242,34.60482102,65.39517898,41.98715962,56.81266052,42.49720249,57.50279751,45.93125098,50.32553583,47.71741557,52.28258443
1956,New Mexico,41.78303915,57.8073927,41.95487295,58.04512705,44.28225374,55.39210756,44.426925,55.573075,56.37886701,42.92831827,56.77219312,43.22780688
1956,New York,38.77962358,61.18898076,38.79180252,61.20819748,43.55353586,55.45288101,43.99061923,56.00938077,44.99802703,45.98465777,49.45779203,50.54220797
1956,North Carolina,50.66352549,49.33647451,50.66352549,49.33647451,53.91011718,46.08988282,53.91011718,46.08988282,58.02133191,32.68061915,63.96922142,36.03077858
1956,North Dakota,38.08875118,61.72108461,38.16132035,61.83867965,28.39183051,70.97106176,28.57387689,71.42612311,43.40963048,52.16613204,45.41907836,54.58092164
1956,Ohio,38.88579019,61.11420981,38.88579019,61.11420981,43.24430292,56.75569708,43.24430292,56.75569708,49.48078572,49.23872754,50.12259895,49.87740105
1956,Oklahoma,44.86891255,55.13108745,44.86891255,55.13108745,45.4105654,54.5894346,45.4105654,54.5894346,62.74703817,37.25296183,62.74703817,37.25296183
1956,Oregon,44.75330922,55.24669078,44.75330922,55.24669078,38.92892546,60.54378118,39.13528321,60.86471679,46.39501603,49.7832392,48.2385711,51.7614289
1956,Pennsylvania,43.30312905,56.48968219,43.39303454,56.60696546,46.85185602,52.73532739,47.04607,52.95393,46.91717704,50.92695122,47.95093776,52.04906224
1956,Rhode Island,41.74030149,58.25918253,41.74051686,58.25948314,49.0455925,50.88926846,49.07756115,50.92243885,57.59378948,41.43612184,58.15797339,41.84202661
1956,South Carolina,45.36916592,25.18439167,64.3045758,35.6954242,50.72151891,49.27848109,50.72151891,49.27848109,24.14446136,3.777766867,86.47039614,13.52960386
1956,South Dakota,41.61479903,58.38520097,41.61479903,58.38520097,30.72756496,69.27243504,30.72756496,69.27243504,47.04144259,51.83862778,47.57424061,52.42575939
1956,Tennessee,48.59538601,49.21077619,49.68540316,50.31459684,49.71245405,49.98549106,49.86306789,50.13693211,49.1387159,36.87448095,57.12927516,42.87072484
1956,Texas,43.97536237,55.25922441,44.31455181,55.68544819,46.68849768,53.12652641,46.7750202,53.2249798,65.96112124,24.28557824,73.0897879,26.9102121
1956,Utah,35.43885388,64.56114612,35.43885388,64.56114612,41.0749073,58.9250927,41.0749073,58.9250927,53.98056496,45.02343425,54.52362065,45.47637935
1956,Vermont,27.81380329,72.16070285,27.82089591,72.17910409,28.23381546,71.45034092,28.32327271,71.67672729,36.92353828,61.53733932,37.50072027,62.49927973
1956,Virginia,38.36224064,55.36836405,40.92819071,59.07180929,43.3567483,56.32454344,43.49537164,56.50462836,47.89102601,41.04175015,53.8508164,46.1491836
1956,Washington,45.44330513,53.90876097,45.73966795,54.26033205,44.69406225,54.33052086,45.13430993,54.86569007,52.61148721,42.68395762,55.20881644,44.79118356
1956,West Virginia,45.92197451,54.07802549,45.92197451,54.07802549,51.9236493,48.0763507,51.9236493,48.0763507,57.320601,42.23719533,57.57520065,42.42479935
1956,Wisconsin,37.84237674,61.58066967,38.06197668,61.93802332,38.70764043,60.95323417,38.83935455,61.16064545,50.69783835,46.28438283,52.27539412,47.72460588
1956,Wyoming,39.92201536,60.07798464,39.92201536,60.07798464,37.08597999,62.70512414,37.16361325,62.83638675,51.61843727,47.2733547,52.19688737,47.80311263
1960,Alabama,56.38941101,42.1598553,57.21951377,42.78048623,56.52251792,39.38527304,58.9342298,41.0657702,64.55341218,35.02088614,64.829392,35.170608
1960,Alaska,49.05862217,50.94137783,49.05862217,50.94137783,NA,NA,NA,NA,NA,NA,NA,NA
1960,Arizona,44.36260794,55.51969806,44.41488159,55.58511841,38.90093151,60.99464802,38.94159451,61.05840549,41.65022835,58.34977165,41.65022835,58.34977165
1960,Arkansas,50.18541034,43.0581388,53.82185771,46.17814229,52.45737532,45.81894474,53.3774314,46.6225686,55.9041502,43.76358696,56.09051815,43.90948185
1960,California,49.55137708,50.09886918,49.72529316,50.27470684,44.27328631,55.38732848,44.42405498,55.57594502,42.26532747,56.82913912,42.65155152,57.34844848
1960,Colorado,44.90740867,54.63418477,45.11421519,54.88578481,39.81410823,59.49245484,40.09212181,59.90787819,38.96251883,60.27300299,39.2626734,60.7373266
1960,Connecticut,53.72999706,46.26877633,53.73065613,46.26934387,36.260978,63.72067126,36.26763338,63.73236662,43.90957881,55.70296952,44.08036893,55.91963107
1960,Delaware,50.63477779,48.99915092,50.82081822,49.17918178,44.62154752,55.09191631,44.7497718,55.2502282,47.87530527,51.75061054,48.05507169,51.94492831
1960,Florida,48.48540581,51.51459419,48.48540581,51.51459419,42.72927007,57.27072993,42.72927007,57.27072993,44.97456377,54.98995792,44.99052565,55.00947435
1960,Georgia,62.54020937,37.42720042,62.560598,37.439402,66.4818834,32.65388557,67.06144925,32.93855075,69.65857125,30.34127627,69.65867747,30.34132253
1960,Hawaii,50.03113072,49.96886928,50.03113072,49.96886928,NA,NA,NA,NA,NA,NA,NA,NA
1960,Idaho,46.21501082,53.78498918,46.21501082,53.78498918,38.78104979,61.16693347,38.80123293,61.19876707,34.42082894,65.41879803,34.47611934,65.52388066
1960,Illinois,49.98195446,49.79576068,50.0933043,49.9066957,40.28858692,59.52087021,40.3655005,59.6344995,44.94295767,54.8380985,45.04157341,54.95842659
1960,Indiana,44.59941181,55.0314701,44.76464621,55.23535379,39.69944399,59.90108411,39.85866817,60.14133183,40.99216243,58.11100456,41.36312055,58.63687945
1960,Iowa,43.22190908,56.71026291,43.25124554,56.74875446,40.65062646,59.06433364,40.76682818,59.23317182,35.58658641,63.75498218,35.82245269,64.17754731
1960,Kansas,39.1045676,60.44992329,39.27956162,60.72043838,34.20714511,65.44099058,34.32793285,65.67206715,30.49613576,68.77096431,30.72129209,69.27870791
1960,Kentucky,46.40930507,53.59069493,46.40930507,53.59069493,45.21263422,54.29771163,45.43510912,54.56489088,49.91491701,49.84443406,50.03532649,49.96467351
1960,Louisiana,50.42004429,28.59049055,63.81433108,36.18566892,39.50763023,53.28316687,42.57709974,57.42290026,52.92214764,47.07785236,52.92214764,47.07785236
1960,Maine,42.95177738,57.04680006,42.9523884,57.0476116,29.13456125,70.86543875,29.13456125,70.86543875,33.77223653,66.04953011,33.8325374,66.1674626
1960,Maryland,53.61335444,46.38636129,53.61350685,46.38649315,39.96488447,60.03511553,39.96488447,60.03511553,43.82534027,55.36397236,44.18353057,55.81646943
1960,Massachusetts,60.22215203,39.55286133,60.35794935,39.64205065,40.37417831,59.32269281,40.49693622,59.50306378,45.46135392,54.22195538,45.60578319,54.39421681
1960,Michigan,50.85050256,48.83606477,51.01038578,48.98961422,44.1458246,55.62943683,44.24526077,55.75473923,43.97414843,55.43962821,44.23345528,55.76654472
1960,Minnesota,50.58301938,49.15502887,50.71587049,49.28412951,46.08378327,53.67905344,46.19333691,53.80666309,44.10768382,55.32587208,44.35895249,55.64104751
1960,Mississippi,36.34223315,24.67074263,59.56476092,40.43523908,58.23033742,24.4550653,70.423963,29.576037,60.43665859,39.56334141,60.43665859,39.56334141
1960,Missouri,50.25795819,49.74204181,50.25795819,49.74204181,50.10870028,49.89129972,50.10870028,49.89129972,49.14373842,50.70811633,49.21665055,50.78334945
1960,Montana,48.59553496,51.09932668,48.74427244,51.25572756,42.86520314,57.13479686,42.86520314,57.13479686,40.07478201,59.38567068,40.29217737,59.70782263
1960,Nebraska,37.92919531,62.07080469,37.92919531,62.07080469,34.48557275,65.51442725,34.48557275,65.51442725,30.84620936,69.15379064,30.84620936,69.15379064
1960,Nevada,51.16205357,48.83794643,51.16205357,48.83794643,42.03166855,57.96833145,42.03166855,57.96833145,38.55456868,61.44543132,38.55456868,61.44543132
1960,New Hampshire,46.58220658,53.41779342,46.58220658,53.41779342,33.84495532,66.11347071,33.85903186,66.14096814,39.07785309,60.92214691,39.07785309,60.92214691
1960,New Jersey,49.9588729,49.16225856,50.40183881,49.59816119,34.22826924,64.68358242,34.60482102,65.39517898,41.98715962,56.81266052,42.49720249,57.50279751
1960,New Mexico,50.15219844,49.41483155,50.37028667,49.62971333,41.78303915,57.8073927,41.95487295,58.04512705,44.28225374,55.39210756,44.426925,55.573075
1960,New York,52.53111371,47.26898447,52.6363347,47.3636653,38.77962358,61.18898076,38.79180252,61.20819748,43.55353586,55.45288101,43.99061923,56.00938077
1960,North Carolina,52.1086459,47.8913541,52.1086459,47.8913541,50.66352549,49.33647451,50.66352549,49.33647451,53.91011718,46.08988282,53.91011718,46.08988282
1960,North Dakota,44.52198211,55.42127134,44.54726114,55.45273886,38.08875118,61.72108461,38.16132035,61.83867965,28.39183051,70.97106176,28.57387689,71.42612311
1960,Ohio,46.71585462,53.28414538,46.71585462,53.28414538,38.88579019,61.11420981,38.88579019,61.11420981,43.24430292,56.75569708,43.24430292,56.75569708
1960,Oklahoma,40.98001439,59.01998561,40.98001439,59.01998561,44.86891255,55.13108745,44.86891255,55.13108745,45.4105654,54.5894346,45.4105654,54.5894346
1960,Oregon,47.31994627,52.55653827,47.378466,52.621534,44.75330922,55.24669078,44.75330922,55.24669078,38.92892546,60.54378118,39.13528321,60.86471679
1960,Pennsylvania,51.05884482,48.7353644,51.1641359,48.8358641,43.30312905,56.48968219,43.39303454,56.60696546,46.85185602,52.73532739,47.04607,52.95393
1960,Rhode Island,63.62755373,36.37219969,63.62771062,36.37228938,41.74030149,58.25918253,41.74051686,58.25948314,49.0455925,50.88926846,49.07756115,50.92243885
1960,South Carolina,51.23743173,48.76230967,51.23756423,48.76243577,45.36916592,25.18439167,64.3045758,35.6954242,50.72151891,49.27848109,50.72151891,49.27848109
1960,South Dakota,41.78643792,58.21356208,41.78643792,58.21356208,41.61479903,58.38520097,41.61479903,58.38520097,30.72756496,69.27243504,30.72756496,69.27243504
1960,Tennessee,45.77454478,52.91702162,46.3814148,53.6185852,48.59538601,49.21077619,49.68540316,50.31459684,49.71245405,49.98549106,49.86306789,50.13693211
1960,Texas,50.5203186,48.51879032,51.0104737,48.9895263,43.97536237,55.25922441,44.31455181,55.68544819,46.68849768,53.12652641,46.7750202,53.2249798
1960,Utah,45.16785025,54.80546237,45.17990758,54.82009242,35.43885388,64.56114612,35.43885388,64.56114612,41.0749073,58.9250927,41.0749073,58.9250927
1960,Vermont,41.34852143,58.64729507,41.35025132,58.64974868,27.81380329,72.16070285,27.82089591,72.17910409,28.23381546,71.45034092,28.32327271,71.67672729
1960,Virginia,46.96707106,52.43651881,47.24886809,52.75113191,38.36224064,55.36836405,40.92819071,59.07180929,43.3567483,56.32454344,43.49537164,56.50462836
1960,Washington,48.26929087,50.68356889,48.78008678,51.21991322,45.44330513,53.90876097,45.73966795,54.26033205,44.69406225,54.33052086,45.13430993,54.86569007
1960,West Virginia,52.7328741,47.2671259,52.7328741,47.2671259,45.92197451,54.07802549,45.92197451,54.07802549,51.9236493,48.0763507,51.9236493,48.0763507
1960,Wisconsin,48.04890688,51.77169157,48.13526229,51.86473771,37.84237674,61.58066967,38.06197668,61.93802332,38.70764043,60.95323417,38.83935455,61.16064545
1960,Wyoming,44.98515435,55.01484565,44.98515435,55.01484565,39.92201536,60.07798464,39.92201536,60.07798464,37.08597999,62.70512414,37.16361325,62.83638675
