"","COUNTY","STATE","year","total_pop","white","black","american_indian","asian_pacific_islander","other_race","two_or_more_races","hispanic_white","hispanic_black","hispanic_american_indian","hispanic_asian_pacific_islander","hispanic_other_race","hispanic_two_or_more_races","not_hispanic_white","not_hispanic_black","not_hispanic_american_indian","not_hispanic_asian_pacific_islander","not_hispanic_other_race","not_hispanic_two_or_more_races","pct_under_5","pct_5_to_9","pct_10_to_14","pct_15_to_17","pct_18_to_19","pct_20","pct_21","pct_22_to_24","pct_25_to_29","pct_30_to_34","pct_35_to_44","pct_45_to_54","pct_55_to_59","pct_60_to_61","pct_62_to_64","pct_65_to_74","pct_75_to_84","pct_85_and_over","less_than_college","bachelors","graduate","under_18"
"11","Chilton County","Alabama",2020,45014,78.9243346514418,9.03496689918692,0.750877504776292,0.415426311814102,6.42466788110366,4.44972675167726,1.44177367041365,0.0599813391389346,0.502066023903674,0.0133291864753188,6.15586262051806,1.64171146754343,77.4825609810281,8.97498556004799,0.248811480872617,0.402097125338784,0.268805260585596,2.80801528413383,6.10254587461679,6.42244635002444,6.54463055938153,4.38974541253832,2.04603012396143,1.63282534322655,0.626471764339983,3.32341049451282,6.58906118096592,6.04478606655707,12.6116319367308,12.5805305016217,6.15364108943884,3.64997556315813,3.09903585551162,9.64366641489314,5.18727506997823,1.42622295285911,65.4040965033101,5.57604300884169,3.63442484560359,17.0369218465366
"12","Choctaw County","Alabama",2020,12665,55.8547177260166,41.3106987761548,0.236873272799053,0.173707066719305,0.371101460718516,2.05290169759179,0.276352151598895,0.118436636399526,0.0473746545598105,0.0236873272799053,0.268456375838926,0.157915515199368,55.5783655744177,41.1922621397552,0.189498618239242,0.1500197394394,0.102645084879589,1.89498618239242,5.29806553493881,4.14528227398342,6.81405448085274,3.86103434662456,3.19778918278721,1.03434662455586,0.726411369917094,2.49506514015002,5.51125148045795,5.92972759573628,9.6249506514015,13.249111725227,8.34583497828662,2.78720884326885,4.41373864982234,13.0359257797079,7.23253059613107,3.00829056454797,70.509277536518,6.20607974733518,3.87682589814449,15.9731543624161
"13","Clarke County","Alabama",2020,23087,52.1029150604236,44.4189370641487,0.320526703339542,0.411486984016979,0.355178238835708,2.3909559492355,0.255555074284229,0.138606141984667,0,0.0129943258110625,0.194914887165938,0.290206609780396,51.8473599861394,44.280330922164,0.320526703339542,0.398492658205917,0.160263351669771,2.1007493394551,5.84744661497813,5.3839823277169,6.83501537661888,4.29245895958765,2.72880842032313,0.870619829341188,1.52466756183133,3.54311950448304,6.27192792480617,5.10677004374756,12.1193745397843,13.5357560531901,7.92220730281111,2.85875167843375,3.98059514012215,11.227097500758,6.66608914107506,2.65950534933079,70.5591891540694,6.5491402087755,3.90696062719279,16.9749209511847
"14","Clay County","Alabama",2020,14236,79.90306265805,13.7889856701321,0.393368923855015,0.365271143579657,1.36976678842371,4.17954481595954,0.80078673784771,0.147513346445631,0.0772688957572352,0.0140488901376791,1.18713121663389,0.927226749086822,79.1022759202023,13.6414723236864,0.31610002809778,0.351222253441978,0.182635571789829,3.25231806687272,5.07164933970216,4.44647372857544,6.49058724360775,3.20314695139084,2.33211576285473,2.14245574599607,0.79376229277887,3.01348693453217,4.85389154256814,5.53526271424557,10.3680809216072,12.1593144141613,7.31947176173082,2.92216914863726,3.65973588086541,10.7474009553245,5.8583871874122,2.40236021354313,66.2405169991571,5.09272267490868,2.77465580219163,14.7653835347008
"15","Cleburne County","Alabama",2020,15056,91.7840063761955,3.09511158342189,0.35201912858661,0.152763018065887,0.856801275239107,3.75929861849097,0.52470775770457,0.0597768331562168,0.0730605738575983,0,0.750531349628055,0.478214665249734,91.259298618491,3.03533475026567,0.278958554729012,0.152763018065887,0.106269925611052,3.28108395324123,5.89798087141339,6.8212008501594,5.87141339001063,3.79250797024442,1.91950053134963,0.896652497343252,1.26859723698193,2.84936238044633,6.34298618490967,5.51939426142402,10.9192348565356,13.6756110520723,6.60201912858661,2.42428267800213,4.0913921360255,12.0018597236982,5.10759829968119,3.307651434644,65.4622741764081,7.69792773645058,3.76594048884166,15.5619022316684
"16","Coffee County","Alabama",2020,53465,69.3537828485925,16.384550640606,1.19704479566071,1.81427101842327,3.5686897970635,7.68166089965398,2.47077527354344,0.218834751706724,0.439539885906668,0.0392780323576171,3.20396521088563,2.7681660899654,66.8830075750491,16.1657158888993,0.757504909754045,1.77499298606565,0.364724586177873,4.91349480968858,6.03198354063406,5.74581501917142,7.35995511082016,3.96521088562611,2.03684653511643,0.903394744225194,1.06985878612176,3.37791078275507,6.82315533526606,6.08435425044422,12.4025063125409,13.049658655195,6.15168802020013,2.72701767511456,3.40409613766015,9.78771158701955,5.06873655662583,1.71514074628261,59.5361451416815,9.80080426447208,5.26512671841392,17.3571495370803
"17","Colbert County","Alabama",2020,57227,76.2419836790326,16.2266063221906,0.471805266744718,0.770615269016373,1.57617907631013,4.71281038670558,0.681496496409038,0.111835322487637,0.0821290649518584,0,1.34027644293777,0.810806088035368,75.5604871826236,16.1147709997029,0.38967620179286,0.770615269016373,0.235902633372359,3.90200429867021,5.39780173694235,5.71758086218044,5.55157530536285,3.42845160501162,2.08817516207385,1.16029147080923,0.684991350236776,3.7202718996278,6.11599419854265,5.39780173694235,11.3547800863229,12.8278609747147,6.75904730284656,2.56871756338791,4.21304628933895,10.8934593810614,6.34141227043179,1.81208170968249,63.7985566253691,7.72712181313017,4.41225295752005,14.3778286473168
"18","Conecuh County","Alabama",2020,11597,50.9787013882901,44.0113822540312,0.620850219884453,0.353539708545313,0.853669052341123,3.18185737690782,0.66396481848754,0.0689833577649392,0.0086229197206174,0.0689833577649392,0.715702336811244,0.681210657928775,50.3147365698025,43.9423988962663,0.612227300163835,0.284556350780374,0.137966715529878,2.50064671897905,3.9148055531603,7.0880400103475,7.0880400103475,3.87169095455721,3.15598861774597,0.845046132620505,0.560489781840131,2.73346555143572,6.96731913425886,4.88057256186945,11.3650081917737,12.8998879020436,6.6396481848754,3.81995343623351,5.63938949728378,14.7279468828145,6.8379753384496,2.3281883245667,72.8722945589377,6.26886263688885,4.259722341985,14.874536518065
"19","Coosa County","Alabama",2020,10387,65.6975064985077,28.9592760180996,0.298449985558872,0.0770193511119669,1.55964186001733,3.40810628670453,0.16366612111293,0.0770193511119669,0.0577645133339752,0,1.10715317223452,0.529508038894772,65.5338403773948,28.8822566669876,0.240685472224897,0.0770193511119669,0.452488687782805,2.87859824780976,4.46712236449408,3.2540675844806,6.0556464811784,3.19630307114663,1.72330798113026,1.30932896890344,0.413979012226822,2.83046115336478,6.48888033118321,3.18667565225763,13.0932896890344,14.7106960623857,10.3591027245595,3.90873206893232,3.93761432559931,14.4796380090498,7.65379801675171,1.90622894002118,76.5090979108501,6.62366419562915,2.86897082892077,13.7190719168191
"20","Covington County","Alabama",2020,37570,82.1852541921746,12.262443438914,0.391269630023955,0.638807559222784,0.684056428001065,3.83816875166356,0.585573595954219,0.117114719190844,0.0186318871439979,0,0.495075858397658,0.524354538195369,81.5996805962204,12.1453287197232,0.372637742879957,0.638807559222784,0.188980569603407,3.31381421346819,5.69337237157306,6.27628426936385,5.76789992014905,3.73702422145329,2.1187117380889,1.20308756986958,1.13122171945701,2.63241948363056,5.85041256321533,5.36066010114453,11.0859728506787,12.5871706148523,7.0907639073729,2.60314080383285,4.68725046579718,11.6555762576524,6.44130955549641,2.81607665690711,65.9276018099548,6.91243013042321,4.42374234761778,15.1982965131754
"21","Crenshaw County","Alabama",2020,13194,71.1535546460512,23.5182658784296,0.469910565408519,0.644232226769744,0.583598605426709,3.6304380779142,0.416856146733364,0.136425648021828,0.106108837350311,0,0.378960133393967,0.378960133393967,70.7366984993179,23.3818402304078,0.363801728058208,0.644232226769744,0.204638472032742,3.25147794452024,5.57829316355919,6.69243595573746,6.88949522510232,4.21403668334091,1.8341670456268,0.833712293466727,0.788237077459451,4.56268000606336,6.32863422767925,5.91177808094588,12.3844171593148,13.316659087464,7.10929210247082,2.5693497044111,5.58587236622707,12.2555707139609,6.29073821433985,1.64468697892982,67.6368046081552,9.8302258602395,3.94876458996514,16.6818250720024
"22","Cullman County","Alabama",2020,87866,90.0712448501127,1.06639655839574,0.464343432044249,0.666924635240025,2.4309744383493,5.30011608585801,0.960553570209182,0.0261762228848474,0.137709694307241,0,2.25912184462705,1.33498736712722,89.1106912799035,1.04022033551089,0.326633737737009,0.666924635240025,0.171852593722259,3.9651287187308,5.87599298932465,5.80656909384745,5.88168347256049,3.72612842282567,2.21473607538752,1.29515398447636,0.978763116563859,2.97043224910659,6.15482666788064,5.58805453759133,11.3752759884369,12.5372726651947,6.56909384744953,2.70639382696379,3.71474745635399,10.2781508205677,5.57553547447249,1.60585436915303,63.1563972412537,6.91962761477705,3.48826622356771,15.4838048847108
"23","Dale County","Alabama",2020,49326,67.771560637392,20.7618700077038,0.547378664396059,1.46575842354945,2.51996918460852,6.93346308235008,1.67660057576126,0.285853302517942,0.10744840449256,0.0669018367595183,2.18748732919758,2.27263512143697,66.0949600616308,20.4760167051859,0.439930259903499,1.39885658678993,0.332481855410939,4.66082796091311,6.60909054048575,6.72464825852492,5.82654178323805,3.80732271013259,2.31520901755666,0.928516401086648,1.48400437902932,4.27766289583587,7.43015853707984,6.71451161659165,11.8902809877144,12.0403032883266,6.92940842557677,2.51388719944857,3.55187933341443,9.90349916879536,5.33998297044155,1.64619064996148,63.8932814337266,9.22231683088027,3.84989660625228,16.2429550338564
"24","Dallas County","Alabama",2020,38462,27.0630752430971,69.9365607612709,0.168997972024336,0.423794914461026,0.311996256044927,2.09557485310176,0.119598564817222,0.226197285632572,0.0233997192033696,0.0155998128022464,0.2131974416307,0.17159794082471,26.9434766782799,69.7103634756383,0.145598252820966,0.40819510165878,0.098798814414227,1.92397691227705,6.20352555769331,6.90031719619365,6.5597212833446,4.29254848941813,2.69356767718787,1.59638084342988,0.967188393739275,3.47615828610057,6.0423274920701,5.54573345119859,10.9770682751807,11.6790598512818,7.07971504341948,3.49435806770319,3.91295304456346,10.7274712703448,5.63153242161094,1.49758202901565,63.9774322708127,7.1083147002236,4.23534917580989,17.055795330456
"25","DeKalb County","Alabama",2020,71608,78.7900793207463,1.46073064462071,2.78181208803486,0.384035303318065,10.0142442185231,6.56909842475701,2.64076639481622,0.0377052843257737,1.78332029940789,0.0307228242654452,9.89414590548542,2.01374148139873,76.1493129259301,1.42302536029494,0.998491788626969,0.35331247905262,0.120098313037649,4.55535694335828,5.97419282761703,6.05798234834097,7.89716232823148,4.32214277734331,2.2874539157636,1.23868841470227,1.47190258071724,3.04295609429114,6.24511227795777,5.61529438051614,12.543291252374,12.9636353480058,6.61797564517931,2.76924365992627,3.7733214166015,10.1748407999106,5.05390459166574,1.70232376270808,65.6784158194615,6.20880348564406,3.61272483521394,18.1934979331918
"26","Elmore County","Alabama",2020,87977,71.767621082783,20.6997283380884,0.383054662013935,0.802482467008423,1.52653534446503,4.82057810564125,0.680859770167203,0.0966161610420905,0.0761562681155302,0.0102299464632802,1.21395364697591,1.09687759300726,71.0867613126158,20.6031121770463,0.306898393898405,0.792252520545143,0.312581697489116,3.72370051263398,5.34344203598668,6.04703502051673,5.59350739397797,3.6702774588813,2.11305227502643,0.81612239562613,1.2457801470839,3.4656785296157,6.76995123725519,6.37666662877798,11.9906339156825,12.5896541141435,6.68583834411267,2.25172488263978,3.33950918990191,8.7613808154404,4.30680746104095,1.30033986155472,55.1109949191266,11.1063118769678,5.79583300180729,14.6072268888459
"27","Escambia County","Alabama",2020,36757,60.4021002802187,29.9017874146421,4.18695758631009,0.369997551486792,0.756318524362706,4.38283864297957,0.538672905841064,0.187719345974916,0.138749081807547,0.0163234213891232,0.623010583018201,0.538672905841064,59.8634273743777,29.7140680686672,4.04820850450254,0.353674130097669,0.133307941344506,3.8441657371385,5.79481459313872,5.9906956498082,6.77149930625459,3.85776858829611,2.56549772832386,0.82433278015072,0.98212585357891,3.33541910384417,7.19046712190875,6.57833881981663,12.6207253040237,12.3731534129554,6.34709035013739,3.46328590472563,3.28372826944528,10.2592703430639,5.75944718012896,2.05130995456648,68.6209429496423,6.39878118453628,2.61446799249123,16.4240824876894
"28","Etowah County","Alabama",2020,103436,75.9735488611315,14.6428709540199,0.714451448238524,0.948412544955335,2.63834641710816,5.08236977454658,0.824664526857187,0.142116864534591,0.393480026296454,0.0203024092192273,2.3869832553463,0.964847828608995,75.1488843342743,14.5007540894853,0.32097142194207,0.928110135736107,0.251363161761862,4.11752194593759,5.78328628330562,5.56576047024247,6.19610193742991,3.82652074712866,2.1162844657566,1.36606210603658,1.09439653505549,3.57032367840984,6.31791639274527,5.52805599597819,12.3032599868518,13.2710081596349,6.68432654008276,2.71375536563672,4.08271781584748,11.2736378050195,5.82195753896129,1.79337948103175,65.2587107003364,7.83382961444758,4.8445415522642,15.8059089678642
"29","Fayette County","Alabama",2020,16321,83.7326144231358,10.6366031493168,0.441149439372587,0.349243306169965,0.882298878745175,3.9580908032596,0.69848661233993,0.0980332087494639,0.177685190858403,0.0428895288278904,0.704613687886772,0.704613687886772,83.0341278107959,10.5385699405674,0.263464248514184,0.306353777342075,0.177685190858403,3.25347711537283,5.64916365418786,5.13448930825317,6.35990441762147,4.12352184302432,2.49371974756449,1.51951473561669,1.01096746522885,3.32700202193493,5.58789289871944,5.50211384106366,11.2799460817352,12.7810795907114,6.90521414129036,3.71300778138594,4.13577599411801,12.1438637338398,6.58047913730776,2.27314502787819,70.3939709576619,6.61111451504197,2.24863672569083,16.1325899148337
"30","Franklin County","Alabama",2020,32113,75.7730514122007,3.63092828449538,2.02721639211534,0.242892286612898,13.368417774733,4.95749384984274,2.3417307632423,0.0840780992121571,1.62862392177623,0.028026033070719,13.1286394917946,2.27945068975181,73.4313206489584,3.54685018528322,0.398592470339115,0.214866253542179,0.239778282938374,2.67804316009093,7.14663843303335,5.47753246348831,7.81926322673061,4.11048485037212,1.95870831127581,1.51963379316788,1.10235730078161,3.61224426244823,6.26226138946844,6.58923177529349,11.4906735589948,12.7892130912714,5.77024880889359,2.51300096534114,3.94232865194781,9.24859091333728,5.09139600784729,1.91822626350699,63.659577118301,7.0127362750288,3.13580170024601,19.0763865101361
"31","Geneva County","Alabama",2020,26659,82.8163096890356,8.40616677294722,0.682696275179114,0.360103529764807,2.03683559023219,5.69788814284107,1.59045725646123,0.0375107843505008,0.0600172549608012,0.0112532353051502,1.76675794290859,1.39540117783863,81.2258524325744,8.36865598859672,0.622679020218313,0.348850294459657,0.270077647323606,4.30248696500244,5.43156157395251,6.90198432049214,5.31527814246596,4.08867549420458,2.21313627667955,0.99778686372332,1.30912637383248,2.6069995123598,5.37154431899171,5.61161333883491,11.0694324618328,13.781462170374,7.56967628193105,3.31595333658427,3.25593608162347,11.3920252072471,6.23054128061818,2.5019693161784,67.9320304587569,5.55534716230916,3.73982519974493,14.8355152106231
"32","Greene County","Alabama",2020,7730,16.8305304010349,80.8020698576973,0.0646830530401035,0.0905562742561449,0.426908150064683,1.78525226390686,0.206985769728331,0.245795601552393,0,0,0.284605433376455,0.0517464424320828,16.6235446313066,80.5562742561449,0.0646830530401035,0.0905562742561449,0.142302716688228,1.73350582147477,6.41655886157827,7.99482535575679,4.28201811125485,4.15265200517464,0.73738680465718,0.711513583441138,2.13454075032342,5.30401034928849,6.3130659767141,5.86028460543338,10.2199223803364,11.5006468305304,6.88227684346701,2.17335058214748,7.94307891332471,12.8589909443726,8.4993531694696,2.36739974126779,75.0840879689521,5.16170763260026,3.26002587322122,14.8512289780078
"33","Hale County","Alabama",2020,14785,40.5749070003382,56.3882313155225,0.263780858978695,0.270544470747379,0.446398376733176,2.05613797768008,0.182617517754481,0.162326682448427,0.0338180588434224,0.114981400067636,0.290835306053432,0.223199188366588,40.3922894825837,56.2259046330741,0.229962800135272,0.155563070679743,0.155563070679743,1.83293878931349,6.6689212039229,7.74433547514373,5.35001690902942,3.38856949611092,3.34798782549882,1.24450456543794,1.08217788298952,3.17213391951302,6.0128508623605,6.82448427460264,9.59080148799459,11.6266486303686,8.24484274602638,2.10348326006087,4.11227595536016,11.1870138654041,5.55292526208996,2.53635441325668,66.0128508623605,7.24382820426108,3.38180588434224,15.4075076090632
"34","Henry County","Alabama",2020,17146,69.3339554415024,24.7754578327307,0.291613204245888,0.449084334538668,1.17228508106847,3.97760410591392,0.268284147906217,0.0933162253586843,0,0.0233290563396711,0.8865041409075,0.676542633850461,69.0656712935962,24.682141607372,0.291613204245888,0.425755278198997,0.28578094016097,3.30106147206346,5.04490843345387,4.58999183483028,7.20284614487344,3.89595240872507,2.58369298961857,1.72051790505074,1.16062055289864,2.43205412341071,4.70080485244372,4.63081768342471,12.4052257086201,12.7260002332906,7.55278198996851,2.40289280298612,4.31004315875423,13.478362300245,6.47381313425872,2.55453166919398,65.5546483144757,8.90586725766943,4.67164353201913,16.1437069870524
"35","Houston County","Alabama",2020,107202,64.6116676927669,26.4995056062387,0.462677935113151,1.2546407716274,1.95612022163766,5.21538777261618,0.945877875412772,0.164176041491763,0.163243223074196,0.0242532788567377,1.625902501819,1.25650640846253,63.6657898173542,26.3353295647469,0.299434712038954,1.23038749277066,0.33021771981866,3.95888136415365,6.06891662468984,5.90194212794537,6.67338295927315,4.03257401914143,2.06992406858081,1.30874423984627,1.32366933452734,2.89640118654503,6.53625865189082,6.25361467136807,12.0986548758419,12.5771907240537,6.9308408425216,2.60442902184661,3.55217253409451,10.1341392884461,5.2965429749445,1.98410477416466,60.1126844648421,9.81231693438555,5.64168578944423,16.7748736031044
"36","Jackson County","Alabama",2020,52579,86.4984119135016,3.11150839688849,1.46446299853554,0.414614199585386,1.75164989824835,6.75935259324065,0.678978299321022,0.0228227999771772,0.171170999828829,0.0038037999961962,1.54434279845566,0.775975199224025,85.8194336141806,3.08868559691131,1.29329199870671,0.41081039958919,0.207307099792693,5.98337739401662,5.04574069495426,5.92061469407939,5.87306719412693,3.82472089617528,1.98748549801251,1.202000798798,0.905304399094696,3.12862549687137,5.84453869415546,5.409003594591,12.0257136879743,13.1991859868008,6.76125449323875,3.08868559691131,4.53983529546016,11.593982388406,6.32952319367048,1.77257079822743,66.246980733753,7.59238479240762,3.94834439605166,14.7435287852565
"37","Jefferson County","Alabama",2020,674721,48.84833879485,41.6951599253617,0.343994036053421,1.99504684158341,2.82694624889399,4.29051415325742,0.791141820100456,0.179926221356679,0.165105280552999,0.015858406659938,2.53556655269363,1.47838884516711,48.0571969747496,41.5152337040051,0.178888755500422,1.97918843492347,0.291379696200355,2.81212530809031,6.26836870350856,6.12445736830483,6.26036539547457,3.63053765926954,2.4387858092456,1.42221747952117,1.14847470287719,3.61378999616138,7.30746486325459,6.88403058449344,12.3694089853436,11.895879926666,6.29074832412212,2.64776107457749,3.84840548908364,9.15074527100831,4.35068717292036,1.96081046832691,51.4505995811602,15.0147987093925,8.86381185704906,16.1592717582527
"38","Lamar County","Alabama",2020,13972,85.6140853134841,10.198969367306,0.250501002004008,0.0858860578299456,0.687088462639565,3.16346979673633,0.271972516461494,0.0286286859433152,0.0501002004008016,0.0214715144574864,0.529630689951331,0.586888061837962,85.3421127970226,10.1703406813627,0.200400801603206,0.0644145433724592,0.157457772688234,2.57658173489837,5.69710850271972,5.28914972802748,7.29315774405955,3.48554251359863,1.80360721442886,1.10936158030346,2.03263670197538,2.23303750357859,5.40366447180074,5.60406527340395,11.079301460063,12.3890638419697,7.25021471514457,2.54795304895505,4.55911823647295,11.6876610363584,7.38620097337532,2.30460921843687,69.0881763527054,5.32493558545663,2.97738333810478,16.4758087603779
"39","Lauderdale County","Alabama",2020,93564,82.4473087939806,9.87879953828396,0.393313667649951,0.857167286563208,1.65875764182805,4.76465307169424,0.694711641229533,0.0844341840878971,0.0780214612457783,0.0245821042281219,1.44072506519602,0.96725236201958,81.7525971527511,9.79436535419606,0.315292206404173,0.832585182335086,0.218032576632038,3.79740070967466,5.07460134239665,5.32469753323928,5.74045573083665,3.44042580479672,3.01504852293617,2.43683468000513,1.14894617587961,4.57975289641315,6.34538925227652,5.65815912102946,10.8642212816895,12.3263220896926,7.29019708434868,2.57363943397033,3.61036296011286,11.3259373263221,6.25561113248685,2.24765935616263,61.4541917831645,11.8838442135864,6.34004531657475,14.25548287803
