,year,state,total_pop,white,black,american_indian,asian_pacific_islander,other_race,two_or_more_races,hispanic_white,hispanic_black,hispanic_american_indian,hispanic_asian_pacific_islander,hispanic_other_race,hispanic_two_or_more_races,not_hispanic_white,not_hispanic_black,not_hispanic_american_indian,not_hispanic_asian_pacific_islander,not_hispanic_other_race,not_hispanic_two_or_more_races,under_5,age_5_to_9,age_10_to_14,age_15_to_17,age_18_to_19,age_20,age_21,age_22_to_24,age_25_to_29,age_30_to_34,age_35_to_44,age_45_to_54,age_55_to_59,age_60_to_61,age_62_to_64,age_65_to_74,age_75_to_84,age_85_and_over,less_than_college,bachelors,graduate,under18
11,1972,Georgia,4764281,73.57120209,26.05414809,0.077808537,0.249252963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.869773126,9.83371401,10.10205538,5.882078829,3.775409666,1.937631005,1.840166771,5.37930328,7.527850717,6.418847757,11.38284935,10.38871852,4.51428072,1.677331281,2.173188022,5.309391342,2.370217336,0.617192883,NA,NA,NA,34.68762135
12,1972,Hawaii,807787,37.91714086,1.154965718,0.178904564,60.30441127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.984708572,9.824799381,9.859888371,5.630304011,3.640080062,2.192843804,2.342993861,6.144275897,8.164617542,6.706149197,12.25355349,10.72785947,4.14076768,1.430503611,1.785848867,4.093172479,1.648717821,0.428915876,NA,NA,NA,34.29970033
13,1972,Idaho,758840.6,97.60941615,0.296575803,0.973710723,0.697916548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.149051456,9.944301692,10.6036027,6.353276955,3.826165074,1.700281599,1.584513908,4.529239547,6.727478995,5.88010459,10.62318754,10.46641306,4.819866089,1.809299568,2.389113483,5.752386574,3.025107732,0.816609436,NA,NA,NA,36.0502328
14,1972,Illinois,11176484.4,85.32615199,13.19305064,0.116479586,0.852142512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.218487674,9.39491339,9.776860539,5.607514082,3.537832624,1.649227823,1.563128143,4.738416505,7.105180026,6.102665946,11.3983284,11.36566944,5.128151593,1.852445077,2.480204123,6.172046185,3.123846328,0.785082097,NA,NA,NA,32.99777569
15,1972,Indiana,5252980,92.4955412,7.016066427,0.095175644,0.273469342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.544435237,9.726294066,10.06561034,5.905643781,3.759893589,1.763155416,1.679935942,4.834453762,7.013531501,6.021803497,11.20609054,10.9203172,4.770930407,1.723404288,2.325718757,5.878006172,3.047650762,0.813124742,NA,NA,NA,34.24198343
16,1972,Iowa,2842262.4,98.32378304,1.213124017,0.128278588,0.265729501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.126918559,9.382374216,9.90199996,5.87232749,3.779445178,1.67589994,1.567319071,4.393433533,6.413845666,5.584842532,10.4872048,10.73647744,4.982150951,1.90491296,2.608528031,7.155588331,4.222014404,1.204716935,NA,NA,NA,33.28362022
17,1972,Kansas,2269998.2,93.92783099,4.87856724,0.460773929,0.463941922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.763914906,9.00539119,9.574269799,5.725612121,3.851466455,1.909268837,1.866976497,4.903117277,6.665660452,5.665295661,10.79295155,10.75993428,4.939373112,1.880031358,2.625985618,6.966078191,3.97056047,1.134112217,NA,NA,NA,32.06918802
18,1972,Kentucky,3307120.2,92.57834904,7.152871832,0.063189299,0.17932218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.282736893,9.466127555,9.934890847,5.920735675,3.938265895,1.87862633,1.755335154,4.850504562,6.765269754,5.903588557,10.91762127,10.61100304,4.842776711,1.811580175,2.495241005,6.507885532,3.265561137,0.852249911,NA,NA,NA,33.60449097
19,1972,Louisiana,3754224.8,69.70001947,29.76706319,0.177804485,0.288240123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.371875515,10.37711205,10.79042394,6.276477514,4.009844448,1.919279098,1.736857608,4.918230573,6.886287193,5.855025322,10.78715299,10.07063192,4.448412696,1.65424235,2.237313743,5.600009746,2.424480039,0.636343253,NA,NA,NA,36.81588902
20,1972,Maine,1018570.4,99.24613682,0.285920364,0.254631024,0.197947145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.220251059,9.512870429,9.898483118,5.811924428,3.626948129,1.721815455,1.640216822,4.439019348,6.35802848,5.668733914,10.97451194,10.84004547,4.965004415,1.922106129,2.653231438,7.002346209,3.700712416,1.043750807,NA,NA,NA,33.44352903
21,1972,Maryland,3981314.2,80.17809378,18.80713178,0.129497624,0.807538628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.312883777,9.639113245,10.05191624,5.70984411,3.47471377,1.699919211,1.682410375,5.116553878,7.602033165,6.53530378,12.12419661,11.57898859,4.696118832,1.63736277,2.150153945,5.088295513,2.314146792,0.58604539,NA,NA,NA,33.71375737
22,1972,Massachusetts,5698743.4,95.77504017,3.242838035,0.094991911,0.622909867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.785548489,8.932984617,9.418086905,5.435682912,3.711130296,1.791803434,1.725585709,4.940466253,6.930647408,5.707934552,11.01318512,11.44273567,5.163889325,1.930546623,2.591088853,6.830989088,3.666562704,0.981132039,NA,NA,NA,31.57230292
23,1972,Michigan,8952482,87.65522805,11.51858448,0.248917472,0.438936036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.730823366,9.897396867,10.55861564,6.063494711,3.748504066,1.722298788,1.66931919,4.874279396,7.093104943,5.935339201,11.25689214,11.08736933,4.724972502,1.660743688,2.219832053,5.40782658,2.68176097,0.667426578,NA,NA,NA,35.25033058
24,1972,Minnesota,3859170.8,97.89343257,0.989852842,0.666496184,0.388078595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.483139225,9.919314684,10.36169105,6.03163144,3.781086199,1.714747632,1.624889255,4.731630826,7.029411255,5.883685609,10.52118914,10.20984559,4.651307846,1.733877184,2.371850781,6.380130997,3.602158026,0.968413257,NA,NA,NA,34.7957764
25,1972,Mississippi,2277657.2,63.09756379,36.47684665,0.203281798,0.196663457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27202171,10.31833164,10.90452592,6.41373754,4.047375199,1.891881188,1.682718761,4.533043974,6.188823068,5.49946357,10.13574983,9.758094241,4.676089468,1.842707461,2.516842538,6.530542684,2.976613787,0.811437414,NA,NA,NA,36.90861681
26,1972,Missouri,4724538,89.15198671,10.30254728,0.153361035,0.331267251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.788437182,9.119925716,9.6076734,5.590927223,3.635677359,1.684847311,1.576786519,4.618059622,6.724000964,5.752254463,10.9201936,10.88348293,5.139663595,1.970988079,2.75961368,7.318346944,3.876004681,1.033116734,NA,NA,NA,32.10696352
27,1972,Montana,712865.2,95.22235977,0.274020861,4.083981675,0.33691133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.211594121,9.855975637,10.6471833,6.342196072,3.659189991,1.686664318,1.635107584,4.495623197,6.680068014,5.901811401,10.8880846,10.8403686,4.93002708,1.786746321,2.370827067,5.782978544,3.344771574,0.940782579,NA,NA,NA,35.05694913
28,1972,Nebraska,1500759.4,96.28119393,2.763116857,0.47373353,0.324957296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.049550971,9.443457499,9.789513803,5.781901161,3.815058051,1.78505279,1.6693449,4.625214731,6.51965394,5.66014434,10.66525159,10.38386954,4.82814116,1.881994782,2.584414163,7.126888409,4.206825612,1.183722561,NA,NA,NA,33.06442343
29,1972,Nevada,551089,90.92619658,5.823561895,1.656907195,1.186410093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.579123463,9.682435586,9.654971282,5.326281581,3.00444556,1.582699655,1.652107287,5.096115669,8.032917363,7.313856051,12.85880108,11.76232482,4.926883766,1.681331531,2.133762333,4.601561837,1.710560033,0.399821105,NA,NA,NA,33.24281191
30,1972,New Hampshire,774266.8,99.28532156,0.365599856,0.069238459,0.258419543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.445780982,9.602245847,9.692695776,5.434702633,3.766850536,1.781585313,1.707314154,4.674400568,6.979097496,6.121436917,11.15672209,10.77640839,4.803083971,1.824303504,2.492820473,6.502606678,3.329570852,0.908373816,NA,NA,NA,33.17542524
31,1972,New Jersey,7207495.8,87.58202443,11.108506,0.08022036,0.779820895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.834145639,9.11101422,9.573719424,5.503490976,3.146089544,1.492856718,1.439497846,4.420162959,6.728250566,6.033914029,12.20399965,12.47965548,5.416373437,1.944492796,2.558815354,6.350334088,3.032338332,0.730848941,NA,NA,NA,32.02237026
32,1972,New Mexico,1073378.8,87.31844107,1.893913849,7.369998366,0.736108538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37211655,11.06972542,11.42236703,6.536360369,3.775225255,1.791290951,1.746497653,4.899004076,6.901053931,6.245518362,11.36376014,9.886799934,4.182503569,1.485861656,1.98278541,4.689531506,2.119814622,0.52978357,NA,NA,NA,38.40056937
33,1972,New York,18101188,85.44471737,12.25492881,0.174489308,1.278788585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.815793411,8.715082027,9.110069983,5.322780582,3.355303722,1.612706573,1.550232376,4.63245791,7.006034662,6.094834508,11.76970872,11.79960188,5.412880353,2.030914571,2.709098521,6.931122508,3.324163614,0.807214074,NA,NA,NA,30.963726
34,1972,North Carolina,5242000.4,76.58770647,22.21785486,0.923310141,0.226815309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.255379598,9.311244351,9.836715668,5.923747385,4.179947726,2.09641856,1.968046839,5.211331563,7.166648287,6.246565537,11.59438927,10.89230658,4.738744532,1.738312713,2.270248758,5.545221791,2.420042741,0.604688101,NA,NA,NA,33.327087
35,1972,North Dakota,624752.2,96.82558937,0.398687084,2.47216723,0.253212904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.325931173,9.8183915,10.67226362,6.347904593,4.00000462,1.918718713,1.813923529,4.708961725,6.272673812,5.394845283,10.26382254,10.09288134,4.899799165,1.858721857,2.551578478,6.516373197,3.559780345,0.983424513,NA,NA,NA,35.16449089
36,1972,Ohio,10681139.6,90.24687553,9.28299202,0.07878366,0.307932333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.375230297,9.478576335,10.10777262,5.845687671,3.62289241,1.693554703,1.634888488,4.79178985,6.876035522,6.018091785,11.40705392,11.43770232,4.925557397,1.760321638,2.3657071,5.849306594,3.022262561,0.787568787,NA,NA,NA,33.80726692
37,1972,Oklahoma,2652441.2,88.49146499,6.727229169,4.210003009,0.396588998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.708891186,8.953525733,9.445081833,5.700150034,3.69445797,1.797562458,1.724033617,4.842275258,6.76163308,5.837328994,11.07747356,10.79960531,5.107605673,1.946196907,2.747436259,7.198697432,3.664823244,0.993221456,NA,NA,NA,31.80764879
38,1972,Oregon,2199729,96.69304617,1.290823332,0.748216916,1.056558546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.779927138,8.872183091,9.620200854,5.907621145,3.587017158,1.657033128,1.600887067,4.770023399,7.241920395,6.150843988,10.94416135,11.16055721,5.222818431,1.915031227,2.590204594,6.601108002,3.446660474,0.93180135,NA,NA,NA,32.17993223
39,1972,Pennsylvania,11807906.2,90.82045693,8.657363036,0.056297418,0.350380917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54253181,8.701816089,9.497461284,5.625703395,3.490791232,1.60804185,1.541636499,4.419081207,6.380866723,5.562772254,11.42573536,12.46349574,5.668379199,2.071333613,2.79048955,6.950970862,3.418579312,0.840314024,NA,NA,NA,31.36751258
40,1972,Rhode Island,946810.8,96.31156192,2.718859378,0.185112864,0.582513463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6221991,8.554398802,9.026748121,5.277670197,3.858083873,2.101816573,2.054774989,5.181751275,6.621911949,5.469220228,10.85058959,11.79602738,5.42490691,1.997762981,2.699622255,6.996578209,3.560826269,0.905111299,NA,NA,NA,30.48101622
41,1972,South Carolina,2696776.8,69.17545124,30.44024985,0.112411855,0.234011706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.808892521,9.939667461,10.43568055,6.34771038,4.358788231,2.11855954,1.946357718,5.301176474,7.151221508,6.049056804,11.07773425,10.47467691,4.483826019,1.653456165,2.115219612,5.081360714,2.128538811,0.528076336,NA,NA,NA,35.53195091
42,1972,South Dakota,670559.2,94.29723229,0.257887672,5.210026563,0.1975906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.214509011,9.781340754,10.53123776,6.386658038,4.014039083,1.833867578,1.668759523,4.271992669,5.897950555,5.141893475,10.19633509,10.46829429,4.867250789,1.858389751,2.557273443,7.092808781,4.109020669,1.108378738,NA,NA,NA,34.91374556
43,1972,Tennessee,4057173.6,83.87898574,15.82431629,0.077051449,0.193260798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.041492775,9.196948169,9.680242378,5.768379345,3.812002935,1.817257305,1.701172035,4.874530821,7.066085956,6.19357316,11.43085057,10.9793545,4.96640111,1.874559885,2.51457231,6.344700916,2.968873442,0.769002387,NA,NA,NA,32.68706267
44,1972,Texas,11803222.2,85.31546285,12.39192923,0.199721125,0.636506035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79176687,9.8270969,10.10893409,5.9032991,3.805169717,1.877843669,1.791327907,5.175706723,7.27914333,6.185124149,11.3817117,10.36993101,4.55165454,1.678991547,2.25684271,5.676178143,2.655420415,0.683857477,NA,NA,NA,34.63109696
45,1972,Utah,1139625.8,96.88006554,0.632398172,1.126564471,0.991070161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04374799,10.850908,11.05302498,6.456399992,4.251598572,1.886039127,1.976714248,5.658934731,7.299497539,5.811558149,10.07725902,9.171601387,3.834950741,1.408196615,1.866788596,4.566726102,2.211965598,0.574088612,NA,NA,NA,39.40408097
46,1972,Vermont,457755.2,99.50784339,0.183470891,0.08299374,0.205827126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.547946143,9.745311984,9.887264165,5.727147738,4.271899905,1.88406243,1.808401568,4.692729034,6.961282008,5.930819837,10.649262,10.20304302,4.627798347,1.793049928,2.445414192,6.428576303,3.402197959,0.993793432,NA,NA,NA,33.90767003
47,1972,Virginia,4788158.8,80.58141374,18.59698979,0.121183045,0.621226136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.097032775,9.313739988,9.774698453,5.680647687,3.798199351,2.020824921,1.982604313,5.551891878,7.553732671,6.50874791,11.94432671,11.16989944,4.626794033,1.643746742,2.143826428,5.203150879,2.372005458,0.614130357,NA,NA,NA,32.8661189
48,1972,Washington,3553766.4,94.63840289,2.184455424,1.092276543,1.793748356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.062550544,9.138925794,9.745628966,5.782904179,3.744746135,1.882186525,1.805502657,5.196098919,7.489078815,6.254815566,11.13092424,11.11148573,4.903290954,1.772114028,2.333423737,5.764702287,3.030415789,0.851205137,NA,NA,NA,32.73000948
49,1972,West Virginia,1785318.4,95.98506913,3.755871824,0.058623634,0.182729617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.834267184,8.843469878,9.727812954,5.948114097,3.745460067,1.696071683,1.604009363,4.372113225,6.155637165,5.616545655,11.06737366,11.69914044,5.494775429,2.034923932,2.800554441,7.057197488,3.41485418,0.887679167,NA,NA,NA,32.35366411
50,1972,Wisconsin,4475338.2,96.02115987,3.100475702,0.473543965,0.304182245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.396220129,9.816961875,10.25390588,5.981732068,3.845317501,1.744007439,1.631759,4.641345925,6.647295294,5.711579888,10.64904884,10.54362351,4.883494667,1.79654577,2.496227828,6.548477391,3.495318732,0.917138262,NA,NA,NA,34.44881995
51,1972,Wyoming,359844.2,96.75715653,0.757301008,1.550574799,0.530842069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.738169093,9.821893983,10.38105218,6.143725085,3.666824308,1.696945886,1.619870159,4.811412945,7.275100512,6.161716215,11.47315616,10.73363799,4.704299204,1.680111592,2.23971316,5.377861336,2.79664514,0.677865053,NA,NA,NA,35.08484034
52,1976,Alabama,3713998.8,73.70135281,25.84421541,0.171735762,0.215637073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.063469969,8.874209704,9.373836971,5.923198764,3.861204398,1.884392939,1.79149652,5.078067253,7.380437519,6.583981426,11.06877907,10.32558281,4.885739222,1.85044077,2.489414845,6.704087375,3.053882842,0.80777761,NA,NA,NA,32.23471541
53,1976,Alaska,361263.4,78.10843934,3.239323493,11.77645751,6.358573037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08666703,10.12054671,9.679206461,5.595870945,3.51608616,2.219431804,2.423210065,6.827138534,10.82007732,9.303221684,13.12899446,8.700089401,3.022382811,0.87438099,1.041524886,1.86745939,0.5914035,0.182307861,NA,NA,NA,35.48229114
54,1976,Arizona,2339289,86.14361406,2.841835995,5.572040724,0.921542337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.305158885,8.849223271,9.213792888,5.648273407,3.785330725,1.918127282,1.858083934,5.356646689,7.839440191,6.854941818,10.98941703,9.847235249,4.724585632,1.792669377,2.585301779,6.895022097,2.88337376,0.653375983,NA,NA,NA,32.01644845
55,1976,Arkansas,2141179,82.16249464,17.11884449,0.376652144,0.250530071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.894904338,8.615010238,8.946707763,5.784053171,3.629289864,1.714279679,1.654644896,4.690782213,6.982391244,6.284181383,10.60431108,10.04053095,5.093247284,2.032550249,2.888332681,8.099387593,3.962638092,1.082757278,NA,NA,NA,31.24067551
56,1976,California,22181994.8,81.79806668,7.417309994,0.769846428,4.733664952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.624011548,8.029027073,8.489636553,5.356954918,3.687237377,1.907940615,1.878006182,5.676720842,8.582815317,7.540144177,11.86426759,10.65307327,4.918391816,1.736230935,2.324813166,5.94470932,2.947276691,0.838742612,NA,NA,NA,29.49963009
57,1976,Colorado,2616882,92.07875633,3.314842898,0.596429215,1.067505839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.872127193,8.487435402,8.929888298,5.529369399,3.987573701,2.051119336,2.044667057,5.892868207,9.135220939,7.966595827,11.8356904,9.867639014,4.298269686,1.52142485,2.040306483,5.106084367,2.633569407,0.800150439,NA,NA,NA,30.81882029
58,1976,Connecticut,3077229.2,91.68627788,6.573256631,0.123576761,0.577268133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.917053739,7.877643552,8.961946263,5.602400123,3.44948204,1.677422977,1.665199831,4.948308513,7.530709751,6.896519787,11.82667643,11.57936766,5.522330873,1.999096353,2.689357463,6.548641549,3.322166808,0.985676287,NA,NA,NA,29.35904368
59,1976,Delaware,575844.4,83.30674004,15.41979712,0.188299271,0.665099564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.691733623,8.457250046,9.255947698,5.797480913,3.980388778,1.903290203,1.879847216,5.279912818,7.79675397,6.938012945,11.674286,11.00968209,4.995431296,1.796781275,2.370041896,5.681606931,2.714934663,0.776617634,NA,NA,NA,31.20241228
60,1976,District of Columbia,685603.8,27.4864943,70.57565125,0.145858666,1.100099863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388583544,6.83760125,7.366663347,4.744030232,4.141363127,2.178984648,2.18437172,6.386015961,9.667446319,7.801497762,11.47347372,10.37804328,5.213474976,1.916962539,2.59522887,6.716744093,3.115640447,0.893874173,NA,NA,NA,25.33687837
61,1976,Florida,8563571.6,84.08284217,14.4054438,0.193278659,0.513116362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.463090103,7.394830941,8.005389677,5.088416979,3.304403218,1.642860433,1.585427401,4.692222092,6.929467861,6.24732877,10.79505759,10.57868036,5.464295187,2.22047863,3.37021994,10.33024373,4.826042383,1.061544704,NA,NA,NA,26.9517277
62,1976,Georgia,5113693,72.93338696,26.43002896,0.131150344,0.362668767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.232497995,9.006390338,9.348931538,5.821873665,3.864666652,1.944560981,1.85959489,5.497752528,8.168709817,7.316657768,11.6160042,10.0268126,4.516908386,1.693079019,2.207879434,5.682955241,2.525216537,0.669508414,NA,NA,NA,32.40969354
63,1976,Hawaii,886239,36.16226571,1.494201269,0.243698564,60.76610169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.527221409,8.698948958,8.810461367,5.396704026,3.718990057,2.231966859,2.30118509,6.284410065,9.021040448,7.723074941,11.90147559,10.25896867,4.526247946,1.563295376,2.003746448,4.60569584,1.92388197,0.502684946,NA,NA,NA,31.43333576
64,1976,Idaho,851387.8,96.69174479,0.291888891,1.04425603,0.704967957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52883932,9.354550058,9.497958925,5.887736169,3.862369299,1.78691081,1.703442576,4.984457474,7.731677968,6.803718755,10.8377158,9.547539613,4.591333247,1.742631213,2.379860814,5.963905894,2.93807575,0.857276311,NA,NA,NA,34.26908447
65,1976,Illinois,11301501.2,83.21614299,13.92363494,0.144057712,1.179638528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.794710398,8.415181552,8.911462483,5.568370023,3.673245347,1.781777765,1.71512931,5.173732781,7.865448051,6.854958889,11.36009695,10.76505224,5.15961715,1.864255455,2.5347353,6.41810991,3.249751424,0.894364964,NA,NA,NA,30.68972446
